"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","ic","prolific_id","att_1","att_2","autonomy_1","harm_1","die_1","exploit_1","deteriorate_1","being_harmed_1","well_being_1","comp","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","workerID","hitID","assignmentId","AI_type"
"2025-01-27 08:12:07","2025-01-27 08:14:44","0","Anonymized","100","156","1","2025-01-27 08:14:45","R_3jeJxmBKwmKZZTj","","","","","Anonymized","Anonymized","anonymous","EN","1","663275876de1bd5e86d04517","2","5","24","25","35","20","35","35","35","1","1","","3","","49","3","","","","","control"
"2025-01-27 08:09:48","2025-01-27 08:14:49","0","Anonymized","100","301","1","2025-01-27 08:14:50","R_5lMTb2O9RKgosdA","","","","","Anonymized","Anonymized","anonymous","EN","1","5f6056e9a41e0d14d4c19f4c","2","5","100","100","100","100","83","100","100","3","1","","3","","36","4","","","","","mines"
"2025-01-27 08:12:37","2025-01-27 08:14:53","0","Anonymized","100","136","1","2025-01-27 08:14:54","R_3fva6TfffaS1lzu","","","","","Anonymized","Anonymized","anonymous","EN","1","60ff79c22777e856ab8c9259","2","5","72","60","63","70","85","44","41","1","2","","3","","31","4","","","","","mines"
"2025-01-27 08:13:34","2025-01-27 08:14:58","0","Anonymized","100","84","1","2025-01-27 08:14:59","R_7CF58WMD0iQG21r","","","","","Anonymized","Anonymized","anonymous","EN","1","60f998b6c4b98974b766eb98","2","5","50","50","50","50","0","0","0","3","1","","4","","30","3","","","","","mines"
"2025-01-27 08:12:45","2025-01-27 08:15:01","0","Anonymized","100","136","1","2025-01-27 08:15:02","R_3rO7jUAbuz8mOVc","","","","","Anonymized","Anonymized","anonymous","EN","1","63b6be87ead45e4fa772fbf5","2","5","0","0","0","0","0","0","0","2","2","","3","","40","2","","","","","aging"
"2025-01-27 08:13:27","2025-01-27 08:15:02","0","Anonymized","100","95","1","2025-01-27 08:15:03","R_3wdgvOGv4S6BdES","","","","","Anonymized","Anonymized","anonymous","EN","1","6321b8a415804175faa4a824","2","5","49","79","65","75","50","92","48","2","1","","3","","41","4","","","","","aging"
"2025-01-27 08:10:49","2025-01-27 08:15:02","0","Anonymized","100","252","1","2025-01-27 08:15:03","R_5GwVSYZt5ZJ6vzP","","","","","Anonymized","Anonymized","anonymous","EN","1","5e1bfb604231d840ef7103d8","2","5","89","75","75","75","82","77","77","1","1","","3","","35","4","","","","","control"
"2025-01-27 08:11:17","2025-01-27 08:15:11","0","Anonymized","100","233","1","2025-01-27 08:15:11","R_541pD1x7wBUP2dR","","","","","Anonymized","Anonymized","anonymous","EN","1","6475208cd6045ed7c2e281ab","2","5","30","81","81","81","71","80","10","2","2","","3","","73","4","","","","","aging"
"2025-01-27 08:13:42","2025-01-27 08:15:23","0","Anonymized","100","101","1","2025-01-27 08:15:23","R_51a0xKPRSWeeHnz","","","","","Anonymized","Anonymized","anonymous","EN","1","61002c88ae47f23265ff57e3","2","5","0","28","0","50","26","0","0","1","2","","3","","36","4","","","","","control"
"2025-01-27 08:10:46","2025-01-27 08:15:25","0","Anonymized","100","279","1","2025-01-27 08:15:25","R_1oHrn5bM2ZK6H6g","","","","","Anonymized","Anonymized","anonymous","EN","1","579fbb4a6f13c2000174aafc","2","5","52","25","61","48","55","60","31","1","1","","3","","31","4","","","","","control"
"2025-01-27 08:12:43","2025-01-27 08:15:33","0","Anonymized","100","169","1","2025-01-27 08:15:33","R_316AeysFeAnQd0r","","","","","Anonymized","Anonymized","anonymous","EN","1","63d20ab5cc10928b0f1614e1","2","5","41","57","66","39","51","70","37","3","1","","4","","33","3","","","","","mines"
"2025-01-27 08:12:54","2025-01-27 08:15:34","0","Anonymized","100","160","1","2025-01-27 08:15:35","R_70P7GbAaOltipt7","","","","","Anonymized","Anonymized","anonymous","EN","1","5c88725629e4730012a00a4e","2","5","88","100","50","89","87","72","60","2","2","","4","","53","7","","","","","aging"
"2025-01-27 08:11:55","2025-01-27 08:15:34","0","Anonymized","100","219","1","2025-01-27 08:15:35","R_11hg8VvHvrZQnSh","","","","","Anonymized","Anonymized","anonymous","EN","1","62def0e20f5de21c88a7ffe7","2","5","50","70","20","50","55","70","30","2","1","","1","","31","4","","","","","aging"
"2025-01-27 08:10:15","2025-01-27 08:15:36","0","Anonymized","100","321","1","2025-01-27 08:15:37","R_6WxpvemnaRPxVMv","","","","","Anonymized","Anonymized","anonymous","EN","1","5dfb693a73d72487b1fe495b","2","5","100","100","100","100","100","100","100","2","1","","3","","70","4","","","","","aging"
"2025-01-27 08:12:50","2025-01-27 08:15:38","0","Anonymized","100","167","1","2025-01-27 08:15:38","R_1PdAq9MgIEycnRw","","","","","Anonymized","Anonymized","anonymous","EN","1","63a2844c9d6acbec7228a420","2","5","21","46","4","27","30","16","5","1","2","","1","","52","5","","","","","control"
"2025-01-27 08:11:25","2025-01-27 08:15:40","0","Anonymized","100","254","1","2025-01-27 08:15:40","R_3g7s9VAQJiF4LpP","","","","","Anonymized","Anonymized","anonymous","EN","1","5ddd1dd2b48da3c63a3ccdbb","2","5","100","100","99","100","100","100","100","3","1","","3","","37","4","","","","","mines"
"2025-01-27 08:12:48","2025-01-27 08:15:42","0","Anonymized","100","174","1","2025-01-27 08:15:42","R_5tEhkiyKDbyVJ5d","","","","","Anonymized","Anonymized","anonymous","EN","1","58a5d58bb2a7180001f061d4","2","5","0","0","0","0","5","5","0","3","1","","3","","39","4","","","","","mines"
"2025-01-27 08:13:13","2025-01-27 08:15:46","0","Anonymized","100","153","1","2025-01-27 08:15:47","R_5akCnlLZ6JtoVC9","","","","","Anonymized","Anonymized","anonymous","EN","1","5ce2f6723f8060000109feab","2","5","80","97","17","91","50","78","50","2","2","","3","","47","5","","","","","aging"
"2025-01-27 08:13:20","2025-01-27 08:15:52","0","Anonymized","100","151","1","2025-01-27 08:15:52","R_6FvFz8odf9zv9JL","","","","","Anonymized","Anonymized","anonymous","EN","1","6329bd3e699f53922a5da47c","2","5","100","100","50","100","50","92","50","1","2","","3","","33","4","","","","","control"
"2025-01-27 08:14:55","2025-01-27 08:16:02","0","Anonymized","100","66","1","2025-01-27 08:16:02","R_6LjtJHl0ntXgLOZ","","","","","Anonymized","Anonymized","anonymous","EN","1","63f7a84b6e32b3b093b7b241","2","5","50","50","50","50","50","50","50","1","1","","2","","29","4","","","","","control"
"2025-01-27 08:13:40","2025-01-27 08:16:14","0","Anonymized","100","154","1","2025-01-27 08:16:14","R_6CH6xwidtcpXLej","","","","","Anonymized","Anonymized","anonymous","EN","1","5dcc948ed9873592337ae827","2","5","61","100","71","100","30","60","30","1","2","","3","","63","5","","","","","control"
"2025-01-27 08:14:56","2025-01-27 08:16:15","0","Anonymized","100","78","1","2025-01-27 08:16:16","R_11pUnZ3tM9mssyY","","","","","Anonymized","Anonymized","anonymous","EN","1","60ff4278d80ae9f23e25eb4b","2","5","4","52","50","30","3","53","0","1","3","","7","","24","4","","","","","control"
"2025-01-27 08:14:36","2025-01-27 08:16:32","0","Anonymized","100","115","1","2025-01-27 08:16:32","R_3nPesaxxNhHSDMd","","","","","Anonymized","Anonymized","anonymous","EN","1","570d891d42a1db000fc65b4d","2","5","0","0","0","0","0","0","0","1","2","","3","","47","3","","","","","mines"
"2025-01-27 08:13:34","2025-01-27 08:16:34","0","Anonymized","100","179","1","2025-01-27 08:16:34","R_3It6fgMxwywDIbL","","","","","Anonymized","Anonymized","anonymous","EN","1","66587a4361d2e3d1f0e2ffa8","2","5","9","60","0","100","20","71","0","2","2","","3","","44","5","","","","","aging"
"2025-01-27 08:14:47","2025-01-27 08:16:39","0","Anonymized","100","112","1","2025-01-27 08:16:40","R_7aku4erhPwpgBe4","","","","","Anonymized","Anonymized","anonymous","EN","1","5fe76396a4feb05bf1629a6c","2","5","50","50","50","50","0","0","0","1","2","","6","Native American","30","3","","","","","control"
"2025-01-27 08:14:26","2025-01-27 08:16:46","0","Anonymized","100","139","1","2025-01-27 08:16:46","R_1lu9X5iRiI5vRgI","","","","","Anonymized","Anonymized","anonymous","EN","1","6134e3d48d0eaa5c8fe8c25e","2","5","80","90","70","80","83","97","90","2","2","","3","","37","4","","","","","aging"
"2025-01-27 08:15:32","2025-01-27 08:16:46","0","Anonymized","100","74","1","2025-01-27 08:16:47","R_5Z5tlS1twyHpicV","","","","","Anonymized","Anonymized","anonymous","EN","1","5e531b2205acdb33c0f5f24c","2","5","2","1","1","1","4","14","2","1","1","","3","","46","3","","","","","control"
"2025-01-27 08:14:31","2025-01-27 08:16:46","0","Anonymized","100","135","1","2025-01-27 08:16:47","R_1ab3XfFTD3DFcXc","","","","","Anonymized","Anonymized","anonymous","EN","1","5ed3fdbdb6ee6f39f590e455","2","5","50","100","100","50","100","100","100","3","1","","3","","44","5","","","","","mines"
"2025-01-27 08:13:46","2025-01-27 08:16:59","0","Anonymized","100","192","1","2025-01-27 08:16:59","R_3MgS2Nv2HLaSPPs","","","","","Anonymized","Anonymized","anonymous","EN","1","60dfd857e293a99dd577f4c8","2","5","0","59","0","60","40","50","40","3","2","","3","","67","1","","","","","mines"
"2025-01-27 08:14:39","2025-01-27 08:17:04","0","Anonymized","100","145","1","2025-01-27 08:17:05","R_5B8WOTB0InC7XMt","","","","","Anonymized","Anonymized","anonymous","EN","1","5de365e2f5d66736bdb24bae","2","5","30","90","60","70","20","20","20","2","2","","3","","43","4","","","","","aging"
"2025-01-27 08:15:15","2025-01-27 08:17:15","0","Anonymized","100","120","1","2025-01-27 08:17:15","R_7gJQq0I9i5Iq44V","","","","","Anonymized","Anonymized","anonymous","EN","1","66293961acba874ac45391e2","2","5","10","70","50","16","70","75","54","3","1","","3","","49","4","","","","","mines"
"2025-01-27 08:15:12","2025-01-27 08:17:18","0","Anonymized","100","125","1","2025-01-27 08:17:18","R_3l7BOjEMRveYlsl","","","","","Anonymized","Anonymized","anonymous","EN","1","66786596876079055bec6c27","2","5","10","20","10","20","9","10","19","2","1","","3","","41","4","","","","","mines"
"2025-01-27 08:16:18","2025-01-27 08:17:25","0","Anonymized","100","66","1","2025-01-27 08:17:26","R_51DnK6dhgGt7QEV","","","","","Anonymized","Anonymized","anonymous","EN","1","6078b85e024d1d094113c3aa","2","5","0","0","0","0","0","0","0","1","1","","3","","24","3","","","","","control"
"2025-01-27 08:14:48","2025-01-27 08:17:27","0","Anonymized","100","158","1","2025-01-27 08:17:27","R_1NkOV5vDCmWscZc","","","","","Anonymized","Anonymized","anonymous","EN","1","631615e2e62254d0d63d1ab0","2","5","60","8","12","11","87","8","7","3","2","","2","","32","5","","","","","mines"
"2025-01-27 08:14:58","2025-01-27 08:17:36","0","Anonymized","100","157","1","2025-01-27 08:17:36","R_1ruyOP3sjEgQRCA","","","","","Anonymized","Anonymized","anonymous","EN","1","580cab86b869700001d71628","2","5","100","100","100","0","100","100","100","3","3","","7","","62","4","","","","","mines"
"2025-01-27 08:14:01","2025-01-27 08:17:43","0","Anonymized","100","222","1","2025-01-27 08:17:44","R_52LB9wViuLz31Hu","","","","","Anonymized","Anonymized","anonymous","EN","1","639e0331bc3cc615f5a3dd89","2","5","30","60","60","30","81","74","35","1","1","","3","","58","4","","","","","control"
"2025-01-27 08:15:46","2025-01-27 08:17:43","0","Anonymized","100","117","1","2025-01-27 08:17:44","R_5pFKFV7gpaNtfhf","","","","","Anonymized","Anonymized","anonymous","EN","1","5be42f3b98f5f40001a994f4","2","5","0","0","0","0","0","0","0","1","1","","3","","67","4","","","","","control"
"2025-01-27 08:14:37","2025-01-27 08:17:45","0","Anonymized","100","187","1","2025-01-27 08:17:45","R_6lhEb664nLMbPsU","","","","","Anonymized","Anonymized","anonymous","EN","1","630663a1dc842dde6b18b557","2","5","0","50","10","20","5","91","0","2","2","","3","","48","4","","","","","aging"
"2025-01-27 08:16:05","2025-01-27 08:17:46","0","Anonymized","100","100","1","2025-01-27 08:17:47","R_5nTlRLp84mcv225","","","","","Anonymized","Anonymized","anonymous","EN","1","63b6c18f4f13282703357493","2","5","77","96","96","94","79","75","75","1","2","","3","","43","5","","","","","control"
"2025-01-27 08:15:34","2025-01-27 08:17:50","0","Anonymized","100","135","1","2025-01-27 08:17:50","R_14Pe2CgXairGPTm","","","","","Anonymized","Anonymized","anonymous","EN","1","65f24955e6ae4b70b05dd02c","2","5","50","50","45","40","20","10","0","2","1","","2","","38","3","","","","","aging"
"2025-01-27 08:15:04","2025-01-27 08:18:03","0","Anonymized","100","178","1","2025-01-27 08:18:03","R_5P8H9oPjZv6JFFD","","","","","Anonymized","Anonymized","anonymous","EN","1","6643ab5b0c0f7e724662e6a9","2","5","89","100","87","78","90","87","82","2","2","","3","","31","5","","","","","aging"
"2025-01-27 08:16:44","2025-01-27 08:18:06","0","Anonymized","100","81","1","2025-01-27 08:18:06","R_3GlMB9w8AUstpm1","","","","","Anonymized","Anonymized","anonymous","EN","1","6312c4daeb7e0f890b0b6a7f","2","5","87","75","81","63","70","68","63","2","1","","3","","28","5","","","","","aging"
"2025-01-27 08:16:27","2025-01-27 08:18:06","0","Anonymized","100","99","1","2025-01-27 08:18:07","R_3zeGjSets8cxIAw","","","","","Anonymized","Anonymized","anonymous","EN","1","663182df42b6a8cefab7857d","2","5","50","80","38","37","39","45","20","1","2","","4","","40","5","","","","","control"
"2025-01-27 08:15:36","2025-01-27 08:18:08","0","Anonymized","100","151","1","2025-01-27 08:18:08","R_502lcYwoUMXi2x5","","","","","Anonymized","Anonymized","anonymous","EN","1","5ef8e0fc2ce3c6644665e347","2","5","80","100","15","35","85","75","20","2","1","","4","","28","3","","","","","aging"
"2025-01-27 08:16:54","2025-01-27 08:18:22","0","Anonymized","100","88","1","2025-01-27 08:18:22","R_1oADxB3mR6tXSqZ","","","","","Anonymized","Anonymized","anonymous","EN","1","63d40052d6042c20ba2ce649","2","5","70","62","64","68","68","68","69","1","1","","3","","30","5","","","","","mines"
"2025-01-27 08:16:16","2025-01-27 08:18:29","0","Anonymized","100","133","1","2025-01-27 08:18:29","R_5jSEcibUf3en7Yw","","","","","Anonymized","Anonymized","anonymous","EN","1","5e0b388b15ef4037cebdecc9","2","5","2","71","9","50","71","60","50","1","1","","3","","52","3","","","","","aging"
"2025-01-27 08:15:45","2025-01-27 08:18:32","0","Anonymized","100","167","1","2025-01-27 08:18:33","R_5MKCGKPl1f5bfg6","","","","","Anonymized","Anonymized","anonymous","EN","1","64135b2efa1c09f8a0b91bd4","2","5","26","39","7","14","77","76","50","3","2","","3","","36","5","","","","","mines"
"2025-01-27 08:17:07","2025-01-27 08:18:44","0","Anonymized","100","97","1","2025-01-27 08:18:44","R_6VL68sSAPnEpwEh","","","","","Anonymized","Anonymized","anonymous","EN","1","5b26ed8a8ecf3f0001619040","2","5","100","100","100","100","100","100","100","1","1","","3","","40","7","","","","","control"
"2025-01-27 08:16:32","2025-01-27 08:18:45","0","Anonymized","100","132","1","2025-01-27 08:18:45","R_6X1GajlIiJFfXfO","","","","","Anonymized","Anonymized","anonymous","EN","1","6635471bbc38501a2b559f75","2","5","50","50","60","50","60","60","60","1","2","","3","","48","4","","","","","control"
"2025-01-27 08:16:02","2025-01-27 08:19:05","0","Anonymized","100","182","1","2025-01-27 08:19:06","R_610uXMV3XpDwJzr","","","","","Anonymized","Anonymized","anonymous","EN","1","64876e8c1a6f7c303a92351b","2","5","14","50","8","10","9","10","8","3","2","","3","","71","1","","","","","mines"
"2025-01-27 08:15:04","2025-01-27 08:19:19","0","Anonymized","100","254","1","2025-01-27 08:19:20","R_1kOg3mNXRKZSxG9","","","","","Anonymized","Anonymized","anonymous","EN","1","6017ee441e8f20aa1fbfb114","2","5","100","100","100","50","50","100","10","2","1","","4","","29","4","","","","","control"
"2025-01-27 08:16:04","2025-01-27 08:19:42","0","Anonymized","100","218","1","2025-01-27 08:19:43","R_60cNqh6D3WqSRjP","","","","","Anonymized","Anonymized","anonymous","EN","1","65d137ebe3f907e4ffc01d49","2","5","30","58","30","29","37","30","18","2","2","","3","","66","3","","","","","mines"
"2025-01-27 08:14:22","2025-01-27 08:20:05","0","Anonymized","100","342","1","2025-01-27 08:20:05","R_6piDC7ePHZwYApP","","","","","Anonymized","Anonymized","anonymous","EN","1","642f45dda7fbedcf5a96c451","2","5","0","50","0","0","100","100","50","2","2","","3","","51","2","","","","","aging"
"2025-01-27 08:18:30","2025-01-27 08:20:07","0","Anonymized","100","97","1","2025-01-27 08:20:08","R_5Ptz44PtRfGYXVT","","","","","Anonymized","Anonymized","anonymous","EN","1","663a5c64393c1e7e094eba22","2","5","86","94","63","85","86","77","70","2","2","","3","","36","2","","","","","control"
"2025-01-27 08:18:40","2025-01-27 08:20:11","0","Anonymized","100","91","1","2025-01-27 08:20:12","R_1qBX3CWs2NwfiBK","","","","","Anonymized","Anonymized","anonymous","EN","1","6673b4eda8e00bb0eb8c23af","2","5","4","0","5","10","8","18","9","2","1","","3","","29","3","","","","","aging"
"2025-01-27 08:18:13","2025-01-27 08:20:12","0","Anonymized","100","119","1","2025-01-27 08:20:12","R_1p6gUBE36S1x1nA","","","","","Anonymized","Anonymized","anonymous","EN","1","56f1d53bf2df32000b8f3748","2","5","50","100","100","100","50","50","50","1","1","","3","","38","1","","","","","control"
"2025-01-27 08:17:13","2025-01-27 08:20:14","0","Anonymized","100","181","1","2025-01-27 08:20:14","R_5fZPin4VdgFJWbn","","","","","Anonymized","Anonymized","anonymous","EN","1","62ac8d9f8d93291cb9d49d49","2","5","10","20","15","15","20","30","30","2","1","","4","","21","1","","","","","mines"
"2025-01-27 08:16:55","2025-01-27 08:20:14","0","Anonymized","100","199","1","2025-01-27 08:20:15","R_1sXrVCOJ4tus07t","","","","","Anonymized","Anonymized","anonymous","EN","1","5f2b72680c610f5e140b6025","2","5","70","80","60","55","60","55","50","2","2","","1","","30","4","","","","","aging"
"2025-01-27 08:18:22","2025-01-27 08:20:19","0","Anonymized","100","117","1","2025-01-27 08:20:20","R_17HvvVvw25crAUG","","","","","Anonymized","Anonymized","anonymous","EN","1","5c86ce55f2d62e001975e0ad","2","5","90","90","91","51","60","70","94","2","2","","3","","32","4","","","","","aging"
"2025-01-27 08:15:00","2025-01-27 08:20:24","0","Anonymized","100","324","1","2025-01-27 08:20:24","R_7owk2tEE5lgpCFP","","","","","Anonymized","Anonymized","anonymous","EN","1","63b6643cdbd50289e125a3e3","2","5","63","79","50","79","20","10","17","1","2","","3","","52","1","","","","","aging"
"2025-01-27 08:14:58","2025-01-27 08:20:24","0","Anonymized","100","326","1","2025-01-27 08:20:25","R_1whNbfg92G0ThCm","","","","","Anonymized","Anonymized","anonymous","EN","1","5e76c87c0fd39b22d52eba04","2","5","0","29","0","0","0","0","0","2","2","","3","","69","4","","","","","aging"
"2025-01-27 08:18:30","2025-01-27 08:20:31","0","Anonymized","100","120","1","2025-01-27 08:20:31","R_1zWYupH7lxkR4u5","","","","","Anonymized","Anonymized","anonymous","EN","1","63acbf912d16917452e0bf4e","2","5","50","28","23","13","59","62","29","3","2","","3","","51","4","","","","","mines"
"2025-01-27 08:18:19","2025-01-27 08:20:57","0","Anonymized","100","158","1","2025-01-27 08:20:58","R_51jxMtH98cIc0pN","","","","","Anonymized","Anonymized","anonymous","EN","1","6630e8e34d44debcf12844aa","2","5","100","100","100","100","90","80","75","1","2","","1","","49","4","","","","","mines"
"2025-01-27 08:17:11","2025-01-27 08:20:58","0","Anonymized","100","227","1","2025-01-27 08:20:59","R_10T1KPDvOoRASzf","","","","","Anonymized","Anonymized","anonymous","EN","1","63bd8d4ca46f8313570e6fa4","2","5","0","0","0","100","0","0","0","1","1","","3","","47","3","","","","","control"
"2025-01-27 08:18:20","2025-01-27 08:21:01","0","Anonymized","100","160","1","2025-01-27 08:21:01","R_3dzukDZ2NhvJ3hE","","","","","Anonymized","Anonymized","anonymous","EN","1","5e51c83155087a204d8e7f1f","2","5","0","0","0","0","0","0","0","3","2","","3","","78","4","","","","","mines"
"2025-01-27 08:17:23","2025-01-27 08:21:05","0","Anonymized","100","221","1","2025-01-27 08:21:05","R_5arakazjiSmZ6wv","","","","","Anonymized","Anonymized","anonymous","EN","1","6483b3662d98a34fa389dcd7","2","5","100","100","100","100","100","100","100","1","2","","1","","52","2","","","","","mines"
"2025-01-27 08:19:33","2025-01-27 08:21:12","0","Anonymized","100","99","1","2025-01-27 08:21:12","R_7VASmrxVRRIsk5b","","","","","Anonymized","Anonymized","anonymous","EN","1","5de1986c040f531f97eb6092","2","5","30","40","40","0","15","6","0","3","1","","3","","38","4","","","","","mines"
"2025-01-27 08:17:03","2025-01-27 08:21:12","0","Anonymized","100","248","1","2025-01-27 08:21:12","R_5jiCUwtmoQL4Dmc","","","","","Anonymized","Anonymized","anonymous","EN","1","5d029dce2e09e800191a12ec","2","5","100","100","100","100","50","50","50","3","4","genderfluid","1","","34","1","","","","","mines"
"2025-01-27 08:18:22","2025-01-27 08:21:16","0","Anonymized","100","174","1","2025-01-27 08:21:17","R_1gIyA2M1Vqgu4jz","","","","","Anonymized","Anonymized","anonymous","EN","1","66296b9d3123ae6c03e5ca8d","2","5","0","0","0","0","15","5","0","1","2","","4","","39","4","","","","","control"
"2025-01-27 08:17:15","2025-01-27 08:21:18","0","Anonymized","100","242","1","2025-01-27 08:21:18","R_5PS12z4D7MNF7fa","","","","","Anonymized","Anonymized","anonymous","EN","1","5e0b8d156aab7c39d83797d3","2","5","35","50","50","91","30","70","50","1","1","","3","","80","4","","","","","control"
"2025-01-27 08:19:10","2025-01-27 08:21:19","0","Anonymized","100","128","1","2025-01-27 08:21:19","R_7q9A3rtiyBU2zMl","","","","","Anonymized","Anonymized","anonymous","EN","1","5a4458d856ec1100014a2a0f","2","5","30","50","50","20","50","50","50","2","1","","3","","33","4","","","","","aging"
"2025-01-27 08:19:30","2025-01-27 08:21:19","0","Anonymized","100","109","1","2025-01-27 08:21:19","R_1EBhSb5EENu15QG","","","","","Anonymized","Anonymized","anonymous","EN","1","66814bd337692ab271dffe6e","2","5","10","70","70","70","100","5","5","1","1","","3","","29","2","","","","","control"
"2025-01-27 08:19:11","2025-01-27 08:21:24","0","Anonymized","100","133","1","2025-01-27 08:21:25","R_7diFIakcXrfXYtg","","","","","Anonymized","Anonymized","anonymous","EN","1","5e0d59bfe69d0a4f7ac2becc","2","5","0","0","0","0","50","50","50","1","1","","4","","39","4","","","","","mines"
"2025-01-27 08:19:09","2025-01-27 08:21:27","0","Anonymized","100","138","1","2025-01-27 08:21:28","R_3JIyZZM77PlQbyi","","","","","Anonymized","Anonymized","anonymous","EN","1","5ad6b454a9ea0500019a087a","2","5","14","14","22","15","83","68","60","3","1","","3","","47","3","","","","","mines"
"2025-01-27 08:19:53","2025-01-27 08:21:43","0","Anonymized","100","110","1","2025-01-27 08:21:43","R_6MY6n1EdgSQzCW5","","","","","Anonymized","Anonymized","anonymous","EN","1","55afe01bfdf99b4ba8045bea","2","5","80","100","100","10","10","100","10","1","2","","3","","35","1","","","","","control"
"2025-01-27 08:19:15","2025-01-27 08:21:45","0","Anonymized","100","150","1","2025-01-27 08:21:46","R_6rhkhyqf7WoWUBb","","","","","Anonymized","Anonymized","anonymous","EN","1","5b121d05c85dc40001621bc6","2","5","40","67","61","45","59","68","63","1","1","","3","","28","2","","","","","control"
"2025-01-27 08:20:06","2025-01-27 08:21:49","0","Anonymized","100","102","1","2025-01-27 08:21:49","R_5SAGv2h6B3ZZc4H","","","","","Anonymized","Anonymized","anonymous","EN","1","6044dfc230e44b5793804ba6","2","5","50","83","63","58","50","50","33","3","2","","3","","43","4","","","","","mines"
"2025-01-27 08:19:12","2025-01-27 08:21:50","0","Anonymized","100","157","1","2025-01-27 08:21:50","R_3I0OJkEQPpwmuuc","","","","","Anonymized","Anonymized","anonymous","EN","1","5f7783016ee66e2d3333b7f8","2","5","65","70","25","20","75","80","65","2","1","","3","","35","2","","","","","aging"
"2025-01-27 08:18:26","2025-01-27 08:21:59","0","Anonymized","100","213","1","2025-01-27 08:22:00","R_5gXXEE2JpJuNQwa","","","","","Anonymized","Anonymized","anonymous","EN","1","64013a8e233aaa42388c821f","2","5","9","67","61","100","92","69","0","3","1","","4","","27","2","","","","","control"
"2025-01-27 08:19:34","2025-01-27 08:22:02","0","Anonymized","100","147","1","2025-01-27 08:22:02","R_1wcbZgvihLFkQT3","","","","","Anonymized","Anonymized","anonymous","EN","1","65ba5335c9a29391ca7a88a1","2","5","0","0","0","0","100","100","100","3","1","","4","","35","4","","","","","mines"
"2025-01-27 08:16:55","2025-01-27 08:22:03","0","Anonymized","100","307","1","2025-01-27 08:22:04","R_5EzrPnBQIZoXuxN","","","","","Anonymized","Anonymized","anonymous","EN","1","657907698463fd17efdc81b7","2","5","90","100","50","20","3","29","11","2","2","","3","","56","4","","","","","aging"
"2025-01-27 08:19:07","2025-01-27 08:22:06","0","Anonymized","100","179","1","2025-01-27 08:22:06","R_1t0bM5TanM7vYFl","","","","","Anonymized","Anonymized","anonymous","EN","1","663d1309389a0851c125d533","2","5","0","0","0","0","50","50","50","2","2","","3","","52","4","","","","","aging"
"2025-01-27 08:17:34","2025-01-27 08:22:07","0","Anonymized","100","272","1","2025-01-27 08:22:07","R_5BxNQVhH7zVqoXr","","","","","Anonymized","Anonymized","anonymous","EN","1","5e07d174da6bad1342bafab2","2","5","0","21","0","0","11","50","0","2","1","","3","","41","1","","","","","aging"
"2025-01-27 08:19:29","2025-01-27 08:22:19","0","Anonymized","100","169","1","2025-01-27 08:22:19","R_3egYqLxIm1xhMDy","","","","","Anonymized","Anonymized","anonymous","EN","1","55ac22cafdf99b6de2fa7ee2","2","5","50","50","50","50","50","0","0","2","3","","7","","52","4","","","","","aging"
"2025-01-27 08:21:05","2025-01-27 08:22:22","0","Anonymized","100","77","1","2025-01-27 08:22:23","R_6UYMbf0PLJRegzX","","","","","Anonymized","Anonymized","anonymous","EN","1","612838b70a35768baf71895d","2","5","0","0","0","0","70","60","15","2","2","","2","","27","5","","","","","aging"
"2025-01-27 08:19:38","2025-01-27 08:22:33","0","Anonymized","100","175","1","2025-01-27 08:22:33","R_61c5NjmCGT9eaS6","","","","","Anonymized","Anonymized","anonymous","EN","1","65b6dc6d9d685626cfef6857","2","5","0","0","0","60","50","50","50","2","3","","7","","65","4","","","","","aging"
"2025-01-27 08:20:12","2025-01-27 08:22:43","0","Anonymized","100","150","1","2025-01-27 08:22:43","R_3zAXkmLmeUZpb6R","","","","","Anonymized","Anonymized","anonymous","EN","1","60e755dd08b47aac26807cd9","2","5","90","90","90","45","60","65","60","1","2","","3","","41","4","","","","","control"
"2025-01-27 08:19:58","2025-01-27 08:22:49","0","Anonymized","100","171","1","2025-01-27 08:22:49","R_5EhxHo7LVO8bski","","","","","Anonymized","Anonymized","anonymous","EN","1","559c1e28fdf99b2189ee807d","2","5","0","40","30","16","19","19","6","3","2","","3","","56","3","","","","","mines"
"2025-01-27 08:19:28","2025-01-27 08:22:56","0","Anonymized","100","208","1","2025-01-27 08:22:56","R_1kSPSUUEW9O8OKV","","","","","Anonymized","Anonymized","anonymous","EN","1","62f7cdb38b7eeb26308bae5b","2","5","4","20","3","0","30","0","0","3","1","","3","","61","1","","","","","mines"
"2025-01-27 08:21:26","2025-01-27 08:22:59","0","Anonymized","100","93","1","2025-01-27 08:23:00","R_7SBUbI3wAnuxkRC","","","","","Anonymized","Anonymized","anonymous","EN","1","65eb62372c2fe9655a1fb9f1","2","5","0","10","10","0","30","40","0","2","1","","3","","45","4","","","","","aging"
