"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consent","prolific_id","att_1","att_2","interest_1","meeting","q2","comp","spec_1_1","spec_2_1","spec_3_1","spec_4_1","AI_Familiarity_1","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","PROLIFIC_PID"
"2024-05-21 15:32:30","2024-05-21 15:34:27","IP Address","100","117","True","2024-05-21 15:34:28","R_3VAiENnjgIzTmUx","","","","","anonymous","EN","I agree","5e3b759740e302397f294a2d","Paul","Purple","Yes","No","his voice sounded a bit computer generated","The course is on Mastering Online Income","33","74","64","26","73","Female","","Asian","","25","College Graduate (4 year)","","5e3b759740e302397f294a2d"
"2024-05-21 15:31:49","2024-05-21 15:34:36","IP Address","100","166","True","2024-05-21 15:34:36","R_3heBOvSapeLWuqt","","","","","anonymous","EN","I agree","63f7aeca74d23111b47e185b","Paul","Purple","No","No","I did not","The course is on Mastering Online Income","70","57","50","24","76","Female","","White or European","","42","College Graduate (4 year)","","63f7aeca74d23111b47e185b"
"2024-05-21 15:32:23","2024-05-21 15:34:51","IP Address","100","147","True","2024-05-21 15:34:51","R_5eaVOZUpTVsZmAD","","","","","anonymous","EN","I agree","5fc43976862e3e7756f5d661","Paul","Purple","No","Yes","no","The course is on Open Innovation","82","75","69","0","50","Male","","White or European","","72","High School or Equivalent","","5fc43976862e3e7756f5d661"
"2024-05-21 15:28:40","2024-05-21 15:35:22","IP Address","100","401","True","2024-05-21 15:35:23","R_1HGNv94sx0VzW2Y","","","","","anonymous","EN","I agree","6547cdb6909f03ac9c5c3927","Paul","Purple","Yes","No","No","The course is on Mastering Online Income","100","0","0","0","65","Female","","White or European","","40","College Graduate (4 year)","","6547cdb6909f03ac9c5c3927"
"2024-05-21 15:34:09","2024-05-21 15:35:58","IP Address","100","109","True","2024-05-21 15:35:59","R_7qV3eoAOcoVQ80U","","","","","anonymous","EN","I agree","5d1ba5653788ac0019ced548","Paul","Purple","Yes","Yes","He sounded very robotic. ","The course is on Mastering Online Income","100","0","18","0","61","Female","","Hispanic or Latino","","40","College Graduate (4 year)","","5d1ba5653788ac0019ced548"
"2024-05-21 15:28:11","2024-05-21 15:36:00","IP Address","100","469","True","2024-05-21 15:36:00","R_6P7xg1XkynDNKGu","","","","","anonymous","EN","I agree","6119d9f5a882080ef1c9e9e6","Paul","Purple","No","No","none","The course is on Mastering Online Income","50","50","50","50","63","Male","","White or European","","24","College Graduate (4 year)","","6119d9f5a882080ef1c9e9e6"
"2024-05-21 15:32:34","2024-05-21 15:36:07","IP Address","100","212","True","2024-05-21 15:36:07","R_5p9Ahr6n28We8uf","","","","","anonymous","EN","I agree","65d52abf76d72f9184ef8fc7","Paul","Purple","Yes","No","The audio sounded off. This may be AI generated.","The course is on Mastering Online Income","81","50","10","0","60","Prefer not to disclose","","Prefer Not to Say","","26","College Graduate (4 year)","","65d52abf76d72f9184ef8fc7"
"2024-05-21 15:34:22","2024-05-21 15:36:09","IP Address","100","107","True","2024-05-21 15:36:09","R_1l4xP3Bp2zeHFzP","","","","","anonymous","EN","I agree","60bc011503db109b7d46851d","Paul","Purple","No","Yes","no","The course is on the Principles of Microeconomics","65","13","34","2","74","Female","","White or European","","35","Some College","","60bc011503db109b7d46851d"
"2024-05-21 15:32:51","2024-05-21 15:36:24","IP Address","100","212","True","2024-05-21 15:36:25","R_5P6xZOj5TS4bxc0","","","","","anonymous","EN","I agree","5f3eeb74bfbc021a779796d2","Paul","Purple","Yes","Yes","The movements seemed uneven.  Possibly artificial video","The course is on Mastering Online Income","0","50","50","50","65","Female","","White or European","","36","College Graduate (4 year)","","5f3eeb74bfbc021a779796d2"
"2024-05-21 15:32:26","2024-05-21 15:36:47","IP Address","100","260","True","2024-05-21 15:36:47","R_1ZEJlOTbNG19bCA","","","","","anonymous","EN","I agree","6166c0eb123b6e8b34628249","Paul","Purple","No","No","No","The course is on Mastering Online Income","100","50","80","0","85","Female","","Black or African American","","27","College Graduate (4 year)","","6166c0eb123b6e8b34628249"
"2024-05-21 15:29:14","2024-05-21 15:36:48","IP Address","100","454","True","2024-05-21 15:36:49","R_5laZnXFGo2ZmVId","","","","","anonymous","EN","I agree","658d93417ff9b2806879c931","Paul","Purple","Yes","Yes","The voice cadence was too even to be a normal human delivery.","The course is on Mastering Online Income","80","70","75","70","90","Male","","White or European","","68","College Graduate (4 year)","","658d93417ff9b2806879c931"
"2024-05-21 15:35:01","2024-05-21 15:36:49","IP Address","100","107","True","2024-05-21 15:36:49","R_3Cwapvv5lW27YUl","","","","","anonymous","EN","I agree","632c6e0c12609e030e857835","Paul","Purple","No","Yes","I think that the professor's audio was strange.","The course is on Mastering Online Income","75","90","80","50","60","Male","","Mixed","","32","College Graduate (4 year)","","632c6e0c12609e030e857835"
"2024-05-21 15:33:42","2024-05-21 15:37:02","IP Address","100","199","True","2024-05-21 15:37:03","R_5rj1ylQWvaVLvLb","","","","","anonymous","EN","I agree","57e4d48d6c447e000116b22a","Paul","Purple","No","No","no","The course is on Mastering Online Income","100","50","50","0","75","Female","","White or European","","32","Vocational/Technical School (2 year)","","57e4d48d6c447e000116b22a"
"2024-05-21 15:34:31","2024-05-21 15:37:17","IP Address","100","166","True","2024-05-21 15:37:18","R_6Xh9UwU5WLF1v3M","","","","","anonymous","EN","I agree","5be42f3b98f5f40001a994f4","Paul","Purple","Yes","No","no","The course is on Mastering Online Income","61","17","22","0","75","Male","","White or European","","66","College Graduate (4 year)","","5be42f3b98f5f40001a994f4"
"2024-05-21 15:32:26","2024-05-21 15:37:30","IP Address","100","303","True","2024-05-21 15:37:31","R_1o2E4vsl4qZFoyt","","","","","anonymous","EN","I agree","622a2b1c561ce3cd95519fd2","Paul","Purple","No","Yes","not  really","The course is on Mastering Online Income","99","69","0","2","81","Male","","White or European","","64","Some College","","622a2b1c561ce3cd95519fd2"
"2024-05-21 15:34:42","2024-05-21 15:37:57","IP Address","100","194","True","2024-05-21 15:37:58","R_5r4wKGUHgUfQJkB","","","","","anonymous","EN","I agree","5f4bf504f50c0e7df0998290","Paul","Purple","No","No","No","The course is on Mastering Online Income","100","0","0","0","70","Prefer not to disclose","","White or European","","27","College Graduate (4 year)","","5f4bf504f50c0e7df0998290"
"2024-05-21 15:33:34","2024-05-21 15:38:08","IP Address","100","273","True","2024-05-21 15:38:08","R_71ext5twPWfRS7L","","","","","anonymous","EN","I agree","5f879df674a3c81e20a40cd6","Paul","Purple","No","No","His voice seemed unusual.","The course is on Mastering Online Income","50","75","50","25","80","Male","","Black or African American","","29","High School or Equivalent","","5f879df674a3c81e20a40cd6"
"2024-05-21 15:33:32","2024-05-21 15:38:11","IP Address","100","279","True","2024-05-21 15:38:12","R_3oMA9OwgwudVu6s","","","","","anonymous","EN","I agree","6295446d54e178eeb22d82bb","Paul","Purple","No","No","???","The course is on Mastering Online Income","100","50","36","50","60","Female","","White or European","","30","College Graduate (4 year)","","6295446d54e178eeb22d82bb"
"2024-05-21 15:34:40","2024-05-21 15:38:16","IP Address","100","216","True","2024-05-21 15:38:17","R_68MUqG4y9sR3J5j","","","","","anonymous","EN","I agree","609800dd75479749cf47d10c","Paul","Purple","Yes","Yes","No. The speaker was well spoken and engaging, though I did wonder if it might not be AI generated.","The course is on Mastering Online Income","71","21","50","0","92","Female","","White or European","","51","High School or Equivalent","","609800dd75479749cf47d10c"
"2024-05-21 15:36:39","2024-05-21 15:38:37","IP Address","100","117","True","2024-05-21 15:38:37","R_3BVLGm7C95c9h3O","","","","","anonymous","EN","I agree","65417cde4a68e762cca2cd88","Paul","Purple","No","No","No","The course is on Mastering Online Income","75","50","24","10","65","Female","","Asian","","24","College Graduate (4 year)","","65417cde4a68e762cca2cd88"
"2024-05-21 15:36:38","2024-05-21 15:38:43","IP Address","100","124","True","2024-05-21 15:38:44","R_6TLbqWlczRa2cRe","","","","","anonymous","EN","I agree","5eb879035275547d0fcdd610","Paul","Purple","No","Yes","The audio seemed a bit off. He was a bit uncanny valley","The course is on Mastering Online Income","100","70","60","40","65","Male","","Mixed","","45","College Graduate (4 year)","","5eb879035275547d0fcdd610"
"2024-05-21 15:36:13","2024-05-21 15:39:14","IP Address","100","180","True","2024-05-21 15:39:15","R_3Aix8yHLLdyUoBH","","","","","anonymous","EN","I agree","63ea4bddfda76559701c9dee","Paul","Purple","No","Yes","No, it was a good introduction video","The course is on Open Innovation","90","75","50","50","81","Male","","Mixed","","27","Vocational/Technical School (2 year)","","63ea4bddfda76559701c9dee"
"2024-05-21 15:35:02","2024-05-21 15:39:39","IP Address","100","276","True","2024-05-21 15:39:39","R_1oBJ1J2DwZi2WLT","","","","","anonymous","EN","I agree","659dfd474f0722a934e3f8d8","Paul","Purple","No","No","His body isn't moving that much.","The course is on Mastering Online Income","70","0","0","40","60","Female","","Asian","","29","College Graduate (4 year)","","659dfd474f0722a934e3f8d8"
"2024-05-21 15:29:40","2024-05-21 15:39:43","IP Address","100","602","True","2024-05-21 15:39:43","R_1jOsFBbiWagnAPf","","","","","anonymous","EN","I agree","65a3eab844b50c6810ea62f3","Paul","Purple","No","Yes","Not really, the video did not play well","The course is on Mastering Online Income","75","77","97","57","97","Male","","White or European","","47","Masters Degree (MS)","","65a3eab844b50c6810ea62f3"
"2024-05-21 15:36:50","2024-05-21 15:40:25","IP Address","100","214","True","2024-05-21 15:40:25","R_3V44475X2VQji9o","","","","","anonymous","EN","I agree","65dcfcab5f1db721db348d5a","Paul","Purple","Yes","No","The background was a little weird, like maybe he was in front of a green screen, or maybe he was AI created.","The course is on Mastering Online Income","100","40","100","0","40","Female","","White or European","","40","College Graduate (4 year)","","65dcfcab5f1db721db348d5a"
"2024-05-21 15:36:43","2024-05-21 15:40:25","IP Address","100","221","True","2024-05-21 15:40:26","R_3qvxyJPT6IQ82cX","","","","","anonymous","EN","I agree","5abc517c1667e40001d80d68","Paul","Purple","Yes","No","It went by so quickly i only paid attention to his hand movement ","The course is on Open Innovation","79","34","30","84","62","Male","","Black or African American","","31","High School or Equivalent","","5abc517c1667e40001d80d68"
"2024-05-21 15:20:49","2024-05-21 15:41:03","IP Address","100","1213","True","2024-05-21 15:41:03","R_1AMElpxVoHsc46H","","","","","anonymous","EN","I agree","663128664e4b49dd21aa5a3b","Paul","Purple","No","No","The sound was a loud and a bit off","The course is on Mastering Online Income","73","24","75","91","95","Female","","Black or African American","","38","College Graduate (4 year)","","663128664e4b49dd21aa5a3b"
"2024-05-21 15:38:17","2024-05-21 15:41:42","IP Address","100","204","True","2024-05-21 15:41:42","R_7nwkKb6nXij9YZC","","","","","anonymous","EN","I agree","5c5fca504fff5700017ecd34","Paul","Purple","No","No","the sound sounded muffled a bit","The course is on Mastering Online Income","50","100","60","10","20","Male","","Asian","","43","College Graduate (4 year)","","5c5fca504fff5700017ecd34"
"2024-05-21 15:37:24","2024-05-21 15:42:11","IP Address","100","286","True","2024-05-21 15:42:12","R_6i1SL3156I0qtXj","","","","","anonymous","EN","I agree","5798e5674a84da00014c652b","Paul","Purple","No","No","He was very stiff, it looked generated.","The course is on Mastering Online Income","88","0","50","0","72","Female","","Black or African American","","50","High School or Equivalent","","5798e5674a84da00014c652b"
"2024-05-21 15:38:07","2024-05-21 15:42:14","IP Address","100","247","True","2024-05-21 15:42:14","R_3lo8GXzO5bXJnrW","","","","","anonymous","EN","I agree","5bd367b17d6dc1000121da65","Paul","Purple","Yes","Yes","Teacher is a bot.","The course is on Mastering Online Income","30","20","25","0","70","Male","","Mixed","","42","Some College","","5bd367b17d6dc1000121da65"
"2024-05-21 15:40:12","2024-05-21 15:42:28","IP Address","100","136","True","2024-05-21 15:42:28","R_35Aa6GQnfg4LmJX","","","","","anonymous","EN","I agree","6234c1abfc04a4163c09a78f","Paul","Purple","No","Yes","no","The course is on Open Innovation","86","53","73","58","75","Female","","Black or African American","","36","Some College","","6234c1abfc04a4163c09a78f"
"2024-05-21 15:40:03","2024-05-21 15:42:43","IP Address","100","160","True","2024-05-21 15:42:44","R_72SpYpuO7yCGWz3","","","","","anonymous","EN","I agree","6445b89361755459d55f2ee2","Paul","Purple","Yes","No","no","The course is on Mastering Online Income","50","48","49","50","63","Female","","White or European","","46","Masters Degree (MS)","","6445b89361755459d55f2ee2"
"2024-05-21 15:39:49","2024-05-21 15:43:02","IP Address","100","193","True","2024-05-21 15:43:03","R_3CQydxAqyESX92b","","","","","anonymous","EN","I agree","56d0f57421cd29000a9737e4","Paul","Purple","Yes","No","Other than the teacher being a bit stiff in body/speech, nothing else popped out.","The course is on Mastering Online Income","85","80","40","30","30","Male","","White or European","","39","College Graduate (4 year)","","56d0f57421cd29000a9737e4"
"2024-05-21 15:36:41","2024-05-21 15:43:10","IP Address","100","389","True","2024-05-21 15:43:10","R_3y9hldbqvON7DLr","","","","","anonymous","EN","I agree","6614515fb59119fc191b799e","Paul","Green","No","No","no","The course is on Mastering Online Income","50","0","50","50","10","Female","","White or European","","42","Some College","","6614515fb59119fc191b799e"
"2024-05-21 15:37:25","2024-05-21 15:43:10","IP Address","100","345","True","2024-05-21 15:43:10","R_53CMPGMK36tDajM","","","","","anonymous","EN","I agree","5aecad0e75deca000162634c","Paul","Purple","No","No","no","The course is on Mastering Online Income","100","9","0","0","25","Female","","Black or African American","","64","College Graduate (4 year)","","5aecad0e75deca000162634c"
"2024-05-21 15:39:47","2024-05-21 15:43:12","IP Address","100","204","True","2024-05-21 15:43:12","R_3Sq6cyRknLlHkAC","","","","","anonymous","EN","I agree","5de90d6405263f000a4ed586","Paul","Purple","No","No","It may have been AI.","The course is on Mastering Online Income","100","100","100","0","70","Male","","White or European","","40","College Graduate (4 year)","","5de90d6405263f000a4ed586"
"2024-05-21 15:37:54","2024-05-21 15:43:20","IP Address","100","326","True","2024-05-21 15:43:21","R_6PtmkWhXyVTaW7p","","","","","anonymous","EN","I agree","5efaa42dff658c8fb708b6a6","Paul","Purple","No","No","Nothing comes to mind.","The course is on Mastering Online Income","90","0","50","10","20","Female","","White or European","","27","Some College","","5efaa42dff658c8fb708b6a6"
"2024-05-21 15:40:39","2024-05-21 15:43:21","IP Address","100","162","True","2024-05-21 15:43:21","R_6M6zWx4OoBLkQ2i","","","","","anonymous","EN","I agree","5f7058deeb83ab60bb836eae","Paul","Purple","No","No","no","The course is on Mastering Online Income","64","50","50","6","61","Female","","White or European","","23","College Graduate (4 year)","","5f7058deeb83ab60bb836eae"
"2024-05-21 15:38:46","2024-05-21 15:43:24","IP Address","100","277","True","2024-05-21 15:43:24","R_7tb7CE8ucjqZAZd","","","","","anonymous","EN","I agree","646ba54cb721ef9332b21599","Paul","Purple","Yes","No","no","The course is on Mastering Online Income","77","30","59","38","68","Female","","White or European","","50","College Graduate (4 year)","","646ba54cb721ef9332b21599"
"2024-05-21 15:39:26","2024-05-21 15:43:32","IP Address","100","246","True","2024-05-21 15:43:32","R_3dQtOuzD5I1UfAT","","","","","anonymous","EN","I agree","5858610a7ac7900001733bb2","Paul","Purple","Yes","Yes","No","The course is on Mastering Online Income","80","90","86","60","80","Male","","Black or African American","","45","Some College","","5858610a7ac7900001733bb2"
"2024-05-21 15:41:05","2024-05-21 15:43:56","IP Address","100","170","True","2024-05-21 15:43:56","R_5q98xjZ7tSDo2HK","","","","","anonymous","EN","I agree","5c49484a6d9ae80001a1aa72","Paul","Purple","Yes","No","Not really, the background felt a little weird","The course is on Mastering Online Income","50","15","20","10","85","Male","","White or European","","45","Some College","","5c49484a6d9ae80001a1aa72"
"2024-05-21 15:39:50","2024-05-21 15:43:57","IP Address","100","246","True","2024-05-21 15:43:58","R_3RBtVE8TFdSQC8p","","","","","anonymous","EN","I agree","603d4b59302d07a6d9043acc","Paul","Purple","No","No","no","The course is on Mastering Online Income","37","51","32","50","64","Male","","Black or African American","","50","Some College","","603d4b59302d07a6d9043acc"
"2024-05-21 15:42:02","2024-05-21 15:44:17","IP Address","100","134","True","2024-05-21 15:44:17","R_36eXnWAuj6lqggY","","","","","anonymous","EN","I agree","582b1a7055b04d00015048d5","Paul","Purple","No","No","no","The course is on Mastering Online Income","61","32","30","18","58","Female","","White or European","","39","College Graduate (4 year)","","582b1a7055b04d00015048d5"
"2024-05-21 15:43:11","2024-05-21 15:44:50","IP Address","100","99","True","2024-05-21 15:44:51","R_3QJy2dGMuV4Dg6Q","","","","","anonymous","EN","I agree","60ff4278d80ae9f23e25eb4b","Paul","Purple","No","No","it was kind of monotone","The course is on Mastering Online Income","100","90","83","0","0","Prefer not to disclose","","Prefer Not to Say","","22","College Graduate (4 year)","","60ff4278d80ae9f23e25eb4b"
"2024-05-21 15:20:05","2024-05-21 15:44:59","IP Address","100","1493","True","2024-05-21 15:44:59","R_62nlmrW0LSQbz91","","","","","anonymous","EN","I agree","66266dd55403eb09f9fc01a5","Paul","Green","No","No","no","The course is on Mastering Online Income","100","100","100","0","100","Male","","Black or African American","","36","High School or Equivalent","","66266dd55403eb09f9fc01a5"
"2024-05-21 15:39:03","2024-05-21 15:45:05","IP Address","100","362","True","2024-05-21 15:45:06","R_1DuNNgSzt90pvcc","","","","","anonymous","EN","I agree","58c38ef58158840001b5c230","Paul","Purple","No","No","Was kind of awkward, maybe it was AI?","The course is on Mastering Online Income","77","15","14","8","65","Male","","White or European","","36","College Graduate (4 year)","","58c38ef58158840001b5c230"
"2024-05-21 15:38:57","2024-05-21 15:45:49","IP Address","100","412","True","2024-05-21 15:45:49","R_7I6ryU5KoDe5aXT","","","","","anonymous","EN","I agree","62b06c1508dfc74f4f38efab","Paul","Purple","No","No","Professor seemed robotic","The course is on Mastering Online Income","100","50","50","0","70","Female","","White or European","","36","Vocational/Technical School (2 year)","","62b06c1508dfc74f4f38efab"
"2024-05-21 15:43:46","2024-05-21 15:45:56","IP Address","100","130","True","2024-05-21 15:45:57","R_5g2bmsKXNOuCW86","","","","","anonymous","EN","I agree","64720e16113a8d509aa1ce90","Paul","Purple","Yes","No","The voice sounded like AI and the image of the professor also seemed photoshopped and automated.","The course is on Mastering Online Income","100","15","75","0","15","Female","","White or European","","33","Doctoral Degree (PhD)","","64720e16113a8d509aa1ce90"
"2024-05-21 15:42:24","2024-05-21 15:46:00","IP Address","100","215","True","2024-05-21 15:46:00","R_65TKU6EckCgSL38","","","","","anonymous","EN","I agree","5de81d685a8f94795b893d45","Paul","Purple","No","No","It felt like an AI video but that is more instinctual","The course is on Mastering Online Income","50","36","58","40","54","Male","","Asian","","40","College Graduate (4 year)","","5de81d685a8f94795b893d45"
"2024-05-21 15:42:04","2024-05-21 15:46:04","IP Address","100","240","True","2024-05-21 15:46:05","R_3dwJk1m6fqryAbD","","","","","anonymous","EN","I agree","620299b5ef1cb18a1337c4e9","Paul","Purple","Yes","No","I'm not sure if the sync was off but something seemed strange about the way the professor's mouth moved","The course is on Mastering Online Income","70","20","40","10","50","Male","","White or European","","41","College Graduate (4 year)","","620299b5ef1cb18a1337c4e9"
"2024-05-21 15:43:37","2024-05-21 15:46:06","IP Address","100","148","True","2024-05-21 15:46:06","R_3VC1q0TArUgiTnS","","","","","anonymous","EN","I agree","5ac015efe1099600016a5d17","Paul","Purple","No","No","no, it was just vague and could be about any finance course","The course is on Mastering Online Income","100","26","50","34","56","Female","","White or European","","34","Masters Degree (MS)","","5ac015efe1099600016a5d17"
"2024-05-21 15:20:19","2024-05-21 15:46:11","IP Address","100","1551","True","2024-05-21 15:46:11","R_7xCVjktXsk64MkS","","","","","anonymous","EN","I agree","646d038cce3ffb51e477bdb8","Paul","Purple","No","No","no it worked good.","The course is on Mastering Online Income","92","77","26","26","69","Male","","White or European","","37","High School or Equivalent","","646d038cce3ffb51e477bdb8"
"2024-05-21 15:43:57","2024-05-21 15:46:38","IP Address","100","160","True","2024-05-21 15:46:38","R_5rYjb8y6kyMhBY4","","","","","anonymous","EN","I agree","6107fc8501927f6a77843425","Paul","Purple","Yes","Yes","No","The course is on Mastering Online Income","85","0","0","0","70","Female","","Black or African American","","29","Professional Degree (MD, JD, etc.)","","6107fc8501927f6a77843425"
"2024-05-21 15:35:59","2024-05-21 15:46:40","IP Address","100","641","True","2024-05-21 15:46:41","R_1NUD47DaMhlfbHP","","","","","anonymous","EN","I agree","63081277b75c8ad53e5149b7","Paul","Purple","Yes","No","No","The course is on Mastering Online Income","100","20","50","10","60","Male","","White or European","","70","High School or Equivalent","","63081277b75c8ad53e5149b7"
"2024-05-21 15:44:16","2024-05-21 15:46:50","IP Address","100","153","True","2024-05-21 15:46:51","R_12PEod49iDuKKD1","","","","","anonymous","EN","I agree","5f42ec709b8d6451d0c2908c","Paul","Purple","Yes","No","It didn't mention which department the professor was a part of or which business school he taught at.","The course is on Mastering Online Income","50","39","70","24","60","Prefer not to disclose","","White or European","","25","College Graduate (4 year)","","5f42ec709b8d6451d0c2908c"
"2024-05-21 15:44:41","2024-05-21 15:47:04","IP Address","100","142","True","2024-05-21 15:47:04","R_61g2KI72vL3pZlL","","","","","anonymous","EN","I agree","657e3ff4df3541eb1ec0eb11","Paul","Purple","No","No","The professor looks AI generated","The course is on Mastering Online Income","50","9","28","0","58","Female","","Asian","","26","College Graduate (4 year)","","657e3ff4df3541eb1ec0eb11"
"2024-05-21 15:37:20","2024-05-21 15:47:25","IP Address","100","605","True","2024-05-21 15:47:26","R_3guV0tgpt3AL1mP","","","","","anonymous","EN","I agree","65c290e1d78fe0242f9b4b76","Paul","Purple","Yes","No","I think the volume was low in the beginning.","The course is on Mastering Online Income","81","0","8","0","78","Female","","Black or African American","","49","College Graduate (4 year)","","65c290e1d78fe0242f9b4b76"
"2024-05-21 15:43:56","2024-05-21 15:47:31","IP Address","100","214","True","2024-05-21 15:47:31","R_1MMGVtX93rIlUM9","","","","","anonymous","EN","I agree","65118dc580d78d1a738a5280","Paul","Purple","Yes","No","no","The course is on Mastering Online Income","0","41","29","0","32","Female","","White or European","","55","Some College","","65118dc580d78d1a738a5280"
"2024-05-21 15:45:14","2024-05-21 15:47:33","IP Address","100","139","True","2024-05-21 15:47:34","R_3OTeCGyunACOSto","","","","","anonymous","EN","I agree","5f7654f879a4420e6d20971b","Paul","Purple","Yes","Yes","Seemed somewhat artificial. I have suspicions that it may be AI-generated","The course is on Mastering Online Income","70","20","51","67","76","Female","","White or European","","24","Some College","","5f7654f879a4420e6d20971b"
"2024-05-21 15:43:22","2024-05-21 15:48:18","IP Address","100","295","True","2024-05-21 15:48:18","R_3LCpTN1vlck2TtL","","","","","anonymous","EN","I agree","66296a13adb9393903a9cc1a","Paul","Purple","No","No","I didn't see anything but I waspaying attention to what he said more than what he was doing ","The course is on Mastering Online Income","61","19","13","2","59","Male","","White or European","","51","High School or Equivalent","","66296a13adb9393903a9cc1a"
"2024-05-21 15:46:36","2024-05-21 15:48:27","IP Address","100","111","True","2024-05-21 15:48:28","R_17U4vT86uOWzoMk","","","","","anonymous","EN","I agree","5f48734f9e842533dfc67249","Paul","Purple","No","No","Seems AI generated","The course is on Mastering Online Income","50","50","64","50","51","Male","","Asian","","26","College Graduate (4 year)","","5f48734f9e842533dfc67249"
"2024-05-21 15:46:18","2024-05-21 15:48:28","IP Address","100","129","True","2024-05-21 15:48:28","R_3M0JQJQfUfiuQoh","","","","","anonymous","EN","I agree","611d7da2640a2e31818c3e18","Paul","Purple","Yes","No","Not that I can think of.","The course is on Mastering Online Income","100","0","100","0","50","Female","","White or European","","28","Some College","","611d7da2640a2e31818c3e18"
"2024-05-21 15:39:40","2024-05-21 15:48:31","IP Address","100","530","True","2024-05-21 15:48:32","R_339X7lqOvqpuJ6V","","","","","anonymous","EN","I agree","629e1394bd15f744d5933cee","Paul","Purple","Yes","Yes","No","The course is on Mastering Online Income","50","65","65","50","65","Male","","White or European","","33","College Graduate (4 year)","","629e1394bd15f744d5933cee"
"2024-05-21 15:45:58","2024-05-21 15:48:51","IP Address","100","173","True","2024-05-21 15:48:52","R_5sRv6cw9vfOWwEl","","","","","anonymous","EN","I agree","60e1e2e5bf8cfa6e08a411cb","Paul","Purple","Yes","Yes","Not that I can think of.","The course is on Mastering Online Income","40","70","50","14","70","Female","","White or European","","45","Some College","","60e1e2e5bf8cfa6e08a411cb"
"2024-05-21 15:47:13","2024-05-21 15:48:57","IP Address","100","104","True","2024-05-21 15:48:58","R_5wWMRuMYrmQVXtn","","","","","anonymous","EN","I agree","63e52076fc677ee3ccce9a4d","Paul","Purple","No","Yes","No","The course is on Mastering Online Income","100","0","0","0","100","Female","","White or European","","31","Some College","","63e52076fc677ee3ccce9a4d"
"2024-05-21 15:46:15","2024-05-21 15:49:09","IP Address","100","173","True","2024-05-21 15:49:09","R_57xUxIK9Sk8kzZi","","","","","anonymous","EN","I agree","617378aeffbba11d8971051c","Paul","Purple","No","No","No","The course is on Mastering Online Income","95","24","10","0","85","Female","","White or European","","41","Some College","","617378aeffbba11d8971051c"
"2024-05-21 15:44:05","2024-05-21 15:49:14","IP Address","100","309","True","2024-05-21 15:49:15","R_7o1HmH5yLSQyWwS","","","","","anonymous","EN","I agree","62dd9de432522cb0157febc9","Paul","Purple","No","No","no","The course is on Mastering Online Income","73","68","50","15","82","Male","","Hispanic or Latino","","29","College Graduate (4 year)","","62dd9de432522cb0157febc9"
"2024-05-21 15:46:18","2024-05-21 15:49:25","IP Address","100","187","True","2024-05-21 15:49:26","R_6CPVIfDc49bghDT","","","","","anonymous","EN","I agree","63062501b80b139870ea2af4","Paul","Purple","Yes","No","the movements seemed unnatural almost like an AI","The course is on Mastering Online Income","50","55","50","50","51","Male","","Hispanic or Latino","","25","Some College","","63062501b80b139870ea2af4"
"2024-05-21 15:36:55","2024-05-21 15:49:42","IP Address","100","766","True","2024-05-21 15:49:42","R_5cTFC2cVPgJr8pr","","","","","anonymous","EN","I agree","5df416a57bf5722f9a501255","Paul","Purple","Yes","No","His voice sounded kind of robotic like an AI or a recording.","The course is on Mastering Online Income","100","5","5","35","70","Male","","White or European","","37","College Graduate (4 year)","","5df416a57bf5722f9a501255"
"2024-05-21 15:45:53","2024-05-21 15:49:57","IP Address","100","244","True","2024-05-21 15:49:57","R_15HnXMT0Q3NbdcT","","","","","anonymous","EN","I agree","5c5c5313a3e64300012b5042","Paul","Purple","No","Yes","No I did not.","The course is on Mastering Online Income","68","54","68","70","91","Male","","White or European","","27","High School or Equivalent","","5c5c5313a3e64300012b5042"
"2024-05-21 15:48:27","2024-05-21 15:50:16","IP Address","100","108","True","2024-05-21 15:50:17","R_7i4Oz89RPJaB1Pb","","","","","anonymous","EN","I agree","62a73647a057bfcf74a8d20a","Paul","Purple","No","Yes","No","The course is on Mastering Online Income","85","85","100","0","30","Male","","White or European","","28","Masters Degree (MS)","","62a73647a057bfcf74a8d20a"
"2024-05-21 15:45:55","2024-05-21 15:50:47","IP Address","100","291","True","2024-05-21 15:50:48","R_5mjxcsUs8WK4oLT","","","","","anonymous","EN","I agree","655fb1bde4a69a513fd68c7c","Paul","Purple","No","No","I wasn't sure if it was AI or not.","The course is on Mastering Online Income","91","0","50","50","55","Female","","Black or African American","","33","Masters Degree (MS)","","655fb1bde4a69a513fd68c7c"
"2024-05-21 15:47:47","2024-05-21 15:50:48","IP Address","100","180","True","2024-05-21 15:50:49","R_6puPQ69cQNiKnax","","","","","anonymous","EN","I agree","5f68293531178c45eb421365","Paul","Purple","Yes","No","I thought that everything seemed normal in this video, except the voice was a little monotone.","The course is on Mastering Online Income","80","10","50","0","50","Female","","White or European","","36","Vocational/Technical School (2 year)","","5f68293531178c45eb421365"
