"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q2","P","H","surprise","likely_1","recommend_1","comfort_1","Q106","likely2_1","recommend2_1","comf2_1","easy_1","confident_1","PROLIFIC_PID","Q_URL","condition2","condition","scenarios_DO"
"4/14/23 13:07","4/14/23 13:08","0","Anonymized","100","83","1","4/14/23 13:08","R_3q8z1C3PON68pis","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","1","0","5","1","0","0","0","10","10","5afa19a4f856320001cf920f","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5afa19a4f856320001cf920f&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a46d67009b0be7e0fab2","robot","person","surprise"
"4/14/23 13:07","4/14/23 13:09","0","Anonymized","100","77","1","4/14/23 13:09","R_2EoTw0jDMEF04RV","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","2","1","4","","","","","10","10","609bf492ae7a337617aa386d","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=609bf492ae7a337617aa386d&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4747644d8ade2b44a3a","person","person","H"
"4/14/23 13:08","4/14/23 13:09","0","Anonymized","100","31","1","4/14/23 13:09","R_cPjeNO8BmomAjoB","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","5","6","7","","","","","9","8","5de32329b5bed7350391666c","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5de32329b5bed7350391666c&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4aaffb2cd028e5779b1","robot","robot","P"
"4/14/23 13:08","4/14/23 13:09","0","Anonymized","100","61","1","4/14/23 13:09","R_1mIb89oGe0NvkUi","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","0","0","0","","","","","10","10","5d89106d1719af0001ee23e5","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5d89106d1719af0001ee23e5&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a48d51e6a5f46d316c07","robot","robot","P"
"4/14/23 13:08","4/14/23 13:09","0","Anonymized","100","22","1","4/14/23 13:09","R_2rj6Mx0E5g1HXrs","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","9","9","9","","","","","9","9","6328c18273754393c988735f","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6328c18273754393c988735f&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4b74d1905444fb9ce0d","person","person","H"
"4/14/23 13:07","4/14/23 13:09","0","Anonymized","100","101","1","4/14/23 13:09","R_1l5gfhOMrvrXpJc","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","5","4","7","","","","","7","8","63d98dcfa03c130e4599a907","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63d98dcfa03c130e4599a907&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a45df7dd72382f5748bd","person","person","H"
"4/14/23 13:08","4/14/23 13:09","0","Anonymized","100","62","1","4/14/23 13:09","R_Z3msWRyfh27i0lb","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","2","0","6","","","","","9","8","609a5974625e18ab158c9a3e","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=609a5974625e18ab158c9a3e&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a491f8732edf8c70c7ef","person","person","H"
"4/14/23 13:06","4/14/23 13:09","0","Anonymized","100","187","1","4/14/23 13:09","R_DNxfLz5xXCHP2bT","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","7","6","8","1","1","0","0","7","9","5e9c8deb90dd470441c7f98e","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5e9c8deb90dd470441c7f98e&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a416165606dc5e78d037","robot","person","surprise"
"4/14/23 13:06","4/14/23 13:09","0","Anonymized","100","146","1","4/14/23 13:09","R_3jRUvlAegRk1rTH","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","8","5","9","","","","","9","8","5fec060b5ce3ae867e64cfb3","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5fec060b5ce3ae867e64cfb3&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a444b59e5e5a7d96d52c","person","person","H"
"4/14/23 13:08","4/14/23 13:09","0","Anonymized","100","36","1","4/14/23 13:09","R_Dofvx3NPKweEC1b","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","9","8","9","","","","","10","9","5db753692a16b8000b4d44f6","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5db753692a16b8000b4d44f6&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4b5aed629558ac480d4","person","person","H"
"4/14/23 13:05","4/14/23 13:09","0","Anonymized","100","243","1","4/14/23 13:09","R_SOA8Ub1Ke3FinJv","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","5","2","2","","","","","2","8","61539b3fa541b182c0fadde1","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=61539b3fa541b182c0fadde1&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3e677f00ddaeac702a8","robot","robot","P"
"4/14/23 13:06","4/14/23 13:09","0","Anonymized","100","157","1","4/14/23 13:09","R_1dDZg2w5e2zWVZz","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","6","6","5","1","5","6","5","7","8","628f9ef985fa6d3dc816672c","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=628f9ef985fa6d3dc816672c&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3cd5c95b2ed8222f07c","robot","person","surprise"
"4/14/23 13:08","4/14/23 13:09","0","Anonymized","100","55","1","4/14/23 13:09","R_SHqRs1l8wsDwUE1","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","6","6","6","","","","","8","7","63d83a19b8acced30d2e0d32","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63d83a19b8acced30d2e0d32&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4b032d94368a522f038","robot","robot","P"
"4/14/23 13:07","4/14/23 13:09","0","Anonymized","100","152","1","4/14/23 13:09","R_12r6y70ECtPsyFK","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","7","6","9","1","7","6","7","4","6","5a973b8235237b0001127686","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5a973b8235237b0001127686&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a448b59e5e5a7d96d52d","robot","person","surprise"
"4/14/23 13:08","4/14/23 13:09","0","Anonymized","100","54","1","4/14/23 13:09","R_1IlVcfLyoDMOVil","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","10","10","7","","","","","10","8","6401fab47eb81e7326152d8e","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6401fab47eb81e7326152d8e&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4aea4568f2071e90624","robot","robot","P"
"4/14/23 13:08","4/14/23 13:09","0","Anonymized","100","71","1","4/14/23 13:09","R_2uAtXtoRXH3XPmF","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","10","8","8","1","8","7","8","10","10","63d7ce77f6d6c8067823d746","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63d7ce77f6d6c8067823d746&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4acf957d10d51711af6","robot","person","surprise"
"4/14/23 13:06","4/14/23 13:09","0","Anonymized","100","190","1","4/14/23 13:09","R_2f0D6uLrInnbFO9","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","6","5","9","1","6","6","5","5","9","62911a82ead4bc61607aa7d8","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=62911a82ead4bc61607aa7d8&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a42d406564b54295c9f5","robot","person","surprise"
"4/14/23 13:09","4/14/23 13:09","0","Anonymized","100","27","1","4/14/23 13:09","R_3ilESNuq6gFMrJY","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","8","8","10","","","","","10","10","610765c6d41933eba28b45a9","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=610765c6d41933eba28b45a9&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4dc5e605b312157486f","person","person","H"
"4/14/23 13:08","4/14/23 13:09","0","Anonymized","100","94","1","4/14/23 13:09","R_cNDpAZyDTErEHO9","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","6","6","8","1","7","7","6","9","10","5f4c90b455e3b98a801967d0","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5f4c90b455e3b98a801967d0&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4a3d1d68640979a064c","robot","person","surprise"
"4/14/23 13:08","4/14/23 13:10","0","Anonymized","100","90","1","4/14/23 13:10","R_1OwVsJqJhgnDkFy","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","6","5","6","","8","8","10","10","9","611bef869f91f800ad3b193e","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=611bef869f91f800ad3b193e&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4a9433b85abe382ced8","robot","person","surprise"
"4/14/23 13:08","4/14/23 13:10","0","Anonymized","100","70","1","4/14/23 13:10","R_3fId9cmWb2nvgHW","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","1","1","5","","","","","10","10","5e9c4666d28cb0023c8d43a5","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5e9c4666d28cb0023c8d43a5&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4bfa87f4113bd51c4e1","robot","robot","P"
"4/14/23 13:09","4/14/23 13:10","0","Anonymized","100","58","1","4/14/23 13:10","R_3iKBWusFHvmTv3a","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","8","6","8","1","8","5","6","10","10","631cd2d174d35f3489e933c4","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=631cd2d174d35f3489e933c4&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4d2182a912a6457796b","robot","person","surprise"
"4/14/23 13:08","4/14/23 13:10","0","Anonymized","100","105","1","4/14/23 13:10","R_1269L5tkGxTIZRm","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","8","8","8","1","8","8","8","8","9","62e0326dbbda328df3ceade2","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=62e0326dbbda328df3ceade2&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4a5e1e3f08bb34d27c2","robot","person","surprise"
"4/14/23 13:08","4/14/23 13:10","0","Anonymized","100","98","1","4/14/23 13:10","R_1GxMuMJEkFxd3AJ","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","6","6","6","1","4","7","7","4","6","6400daa477149fbfbc36f6c3","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6400daa477149fbfbc36f6c3&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4ad68043cb4d16bcc10","robot","person","surprise"
"4/14/23 13:09","4/14/23 13:10","0","Anonymized","100","29","1","4/14/23 13:10","R_23VUCNY40YVavIG","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","5","5","5","","","","","10","10","5df967d2f6191f6e87b236e6","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5df967d2f6191f6e87b236e6&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4f2f558615b12eaec85","person","person","H"
"4/14/23 13:09","4/14/23 13:10","0","Anonymized","100","34","1","4/14/23 13:10","R_6PWq64uWKINHxpT","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","5","5","4","","","","","10","10","5d61a3001c84fc001780f4ad","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5d61a3001c84fc001780f4ad&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4f5d1d68640979a0653","person","person","H"
"4/14/23 13:09","4/14/23 13:10","0","Anonymized","100","30","1","4/14/23 13:10","R_28ZMrmApoWVdUPG","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","8","7","8","","","","","7","7","62959d1553cc14e98f4b8d78","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=62959d1553cc14e98f4b8d78&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4ded352d2a8b4ec8b41","person","person","H"
"4/14/23 13:04","4/14/23 13:10","0","Anonymized","100","344","1","4/14/23 13:10","R_211ewKGoplYlcFn","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","10","10","10","1","3","3","3","10","7","63d148b2255821a940922c1a","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63d148b2255821a940922c1a&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3bf52599ba521e0fb3c","robot","person","surprise"
"4/14/23 13:09","4/14/23 13:10","0","Anonymized","100","69","1","4/14/23 13:10","R_31Hqa4YBAixVbXo","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","1","3","1","","","","","10","9","5ac440da9534ba0001c736da","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5ac440da9534ba0001c736da&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a47e2d53a78dd722f040","person","person","H"
"4/14/23 13:09","4/14/23 13:10","0","Anonymized","100","30","1","4/14/23 13:10","R_V4hdZCyEPcQr77b","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","8","9","9","","","","","7","9","6312c7a256366f293e745218","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6312c7a256366f293e745218&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4feffa68f1eb9eaec7c","robot","robot","P"
"4/14/23 13:09","4/14/23 13:10","0","Anonymized","100","51","1","4/14/23 13:10","R_25MVufxUtthGKsK","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","0","1","10","1","0","1","10","0","10","5b6f49b7d60bdd0001ade437","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5b6f49b7d60bdd0001ade437&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4e7e9e40583a3713c2b","robot","person","surprise"
"4/14/23 13:09","4/14/23 13:10","0","Anonymized","100","71","1","4/14/23 13:10","R_DN432Lbg2Rd9cRj","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","8","7","9","","","","","3","8","6416461538ccc3608b730acc","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6416461538ccc3608b730acc&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4d837f05d5c9c82cf4a","person","person","H"
"4/14/23 13:09","4/14/23 13:10","0","Anonymized","100","67","1","4/14/23 13:10","R_29cvAVhxRe9qj6i","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","8","6","6","","","","","6","8","558fff05fdf99b3f7aada357","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=558fff05fdf99b3f7aada357&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4e022fae7c1b91f699e","robot","robot","P"
"4/14/23 13:09","4/14/23 13:10","0","Anonymized","100","41","1","4/14/23 13:10","R_zU62hViRR4kZIpH","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","8","5","8","","","","","8","7","58d876b14240e50001190090","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=58d876b14240e50001190090&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4309fd6f51002bc25d3","robot","robot","P"
"4/14/23 13:03","4/14/23 13:10","0","Anonymized","100","417","1","4/14/23 13:10","R_3oAZYhM7YIRVFuG","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","8","8","9","","","","","10","10","63d71e67dd0fcccd3cc745b0","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63d71e67dd0fcccd3cc745b0&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a381c3a068532a935c6d","person","person","H"
"4/14/23 13:08","4/14/23 13:10","0","Anonymized","100","119","1","4/14/23 13:10","R_CaD8KoIv2kV5uxz","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","3","0","5","","","","","3","5","6294bdac3f1ed08e968e53bf","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6294bdac3f1ed08e968e53bf&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4b2d83fd1d90b981624","robot","robot","P"
"4/14/23 13:09","4/14/23 13:10","0","Anonymized","100","79","1","4/14/23 13:10","R_27xr4kT9wHYea2Q","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","4","4","2","","","","","7","8","6138e0e705d9e4707bb79e09","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6138e0e705d9e4707bb79e09&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4d9cf9705d352141a33","robot","robot","P"
"4/14/23 13:09","4/14/23 13:10","0","Anonymized","100","81","1","4/14/23 13:10","R_110zlaVOyTwOV5u","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","0","0","0","","","","","7","10","610e6880f784d836a872a9a5","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=610e6880f784d836a872a9a5&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4dda1ad4f3e265779b1","robot","robot","P"
"4/14/23 13:10","4/14/23 13:10","0","Anonymized","100","39","1","4/14/23 13:10","R_1H5n7FONRsYSUTo","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","5","5","5","","","","","5","5","5e7b815adb5aba05af6e6cc7","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5e7b815adb5aba05af6e6cc7&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a50de88b8d88ccd4a9da","person","person","H"
"4/14/23 13:10","4/14/23 13:10","0","Anonymized","100","40","1","4/14/23 13:10","R_2WM92CT98eldBoi","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","4","3","3","","","","","6","6","610830330f8703acbc7cc9d6","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=610830330f8703acbc7cc9d6&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a50c5f03139a91316c68","robot","robot","P"
"4/14/23 13:09","4/14/23 13:10","0","Anonymized","100","63","1","4/14/23 13:10","R_1kG4i7tGGgDXcJ9","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","8","8","8","1","10","10","10","10","10","5f08b9764316f010fc8e0f5c","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5f08b9764316f010fc8e0f5c&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4fba00c4b3b99e21e64","robot","person","surprise"
"4/14/23 13:10","4/14/23 13:10","0","Anonymized","100","35","1","4/14/23 13:10","R_pKmByv2VuJDzp1D","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","7","5","7","","2","3","1","6","8","5df4892578322533c70aecdf","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5df4892578322533c70aecdf&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a517b6388f5a62d9f0dc","robot","person","surprise"
"4/14/23 13:10","4/14/23 13:10","0","Anonymized","100","35","1","4/14/23 13:11","R_3FKUGdXsjm2VJhC","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","3","9","3","","","","","10","10","609360c03b9c904a67de9883","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=609360c03b9c904a67de9883&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a516182a912a64577974","robot","robot","P"
"4/14/23 13:09","4/14/23 13:11","0","Anonymized","100","88","1","4/14/23 13:11","R_e8ufe1SKyzOiZVf","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","7","7","9","1","10","8","9","10","10","6286642579f3b7c4d3f863c4","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6286642579f3b7c4d3f863c4&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4e69dd9ca126551221b","robot","person","surprise"
"4/14/23 13:09","4/14/23 13:11","0","Anonymized","100","79","1","4/14/23 13:11","R_cBzbAuJR3Rf6dRn","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","8","5","8","","","","","10","10","5a01ddf3728b1b0001ad8ad0","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5a01ddf3728b1b0001ad8ad0&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4f3ca5c7c9c6f51c48b","robot","robot","P"
"4/14/23 13:10","4/14/23 13:11","0","Anonymized","100","53","1","4/14/23 13:11","R_24bK67IKLhazNr3","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","0","5","0","","","","","10","10","636149c88d2d393decf957f7","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=636149c88d2d393decf957f7&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a51a8b6d7202823bc600","person","person","H"
"4/14/23 13:10","4/14/23 13:11","0","Anonymized","100","44","1","4/14/23 13:11","R_2RWZNLLfOSzowyu","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","0","0","0","","","","","10","10","5f985a6faf071810974a32f8","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5f985a6faf071810974a32f8&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a523f1e8be807293d906","robot","robot","P"
"4/14/23 13:11","4/14/23 13:11","0","Anonymized","100","5","1","4/14/23 13:11","R_3Jww3Y6BIyKQDcq","","","","","Anonymized","Anonymized","anonymous","EN","1","","","","","","","","","","","","","63bc0a007b1c348dff56b59d","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63bc0a007b1c348dff56b59d&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a452c59216eb70533b0b","","",""
"4/14/23 13:07","4/14/23 13:11","0","Anonymized","100","234","1","4/14/23 13:11","R_2dXTnefnupQysLr","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","7","6","7","1","8","9","6","2","7","6418e61f3b8276ec30d33995","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6418e61f3b8276ec30d33995&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a474542420c83f9cfc3f","robot","person","surprise"
"4/14/23 13:10","4/14/23 13:11","0","Anonymized","100","81","1","4/14/23 13:11","R_3kANmiemgasP7cG","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","7","6","8","1","8","7","8","9","9","570bc1ffb9b52b00102db939","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=570bc1ffb9b52b00102db939&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4acd4888bc94ba1c9ca","robot","person","surprise"
"4/14/23 13:10","4/14/23 13:11","0","Anonymized","100","103","1","4/14/23 13:11","R_5awZSbDFS0NeQNP","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","3","3","1","","","","","6","7","5fe33b2f46872ef2fb28db7b","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5fe33b2f46872ef2fb28db7b&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4ecd8e56d19d3cd623b","robot","robot","P"
"4/14/23 13:10","4/14/23 13:11","0","Anonymized","100","67","1","4/14/23 13:11","R_vDLXw0O2D8Txvsl","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","6","6","8","1","6","6","8","8","9","5c4ea6cc889752000156dd8e","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5c4ea6cc889752000156dd8e&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a530259dc0f3543adf6b","robot","person","surprise"
"4/14/23 13:09","4/14/23 13:11","0","Anonymized","100","154","1","4/14/23 13:11","R_6AkRSWje7AF4ann","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","10","10","10","1","9","9","9","10","10","615efd1df11a7d21f0f12f68","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=615efd1df11a7d21f0f12f68&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4c205069c506c9a06a4","robot","person","surprise"
"4/14/23 13:07","4/14/23 13:11","0","Anonymized","100","272","1","4/14/23 13:11","R_2alxmF3iaCVPSey","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","10","10","10","","","","","9","9","63d9f31dba727de153019798","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63d9f31dba727de153019798&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a44ccee500cb17e905d4","robot","robot","P"
"4/14/23 13:09","4/14/23 13:11","0","Anonymized","100","120","1","4/14/23 13:11","R_2taRt511ikX8LFx","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","4","3","5","1","5","5","5","7","7","63d864bfc3bc732e26295c9c","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63d864bfc3bc732e26295c9c&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4f8f957d10d51711b02","robot","person","surprise"
"4/14/23 13:03","4/14/23 13:11","0","Anonymized","100","500","1","4/14/23 13:12","R_2D7zpypQN4bMZso","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","8","8","9","1","5","5","5","8","10","5fefefa4c9707d3516361c9c","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5fefefa4c9707d3516361c9c&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3873144bc471f4f7bca","robot","person","surprise"
