"StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consent-yes-no","Q1","Q2","s1","s2","s3","s4r","Q_URL","PROLIFIC_PID"
"2023-04-12 13:14:52","2023-04-12 13:15:32","0","100","40","1","2023-04-12 13:15:33","R_TttsoJgMHKoGIDL",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","5","5","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=60fd9ffd7fb294e3f1647ea8&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437031328a0b6240d93fd60","60fd9ffd7fb294e3f1647ea8"
"2023-04-12 13:14:52","2023-04-12 13:15:40","0","100","47","1","2023-04-12 13:15:41","R_1qWLdWS3i0oMYLn",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","3","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=63c72079af67adedbd68ae4b&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437032133b4cb3e805e9fb8","63c72079af67adedbd68ae4b"
"2023-04-12 13:15:10","2023-04-12 13:15:46","0","100","36","1","2023-04-12 13:15:46","R_1P6IzrWloOeeL11",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","3","4","3","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=6138297e7f6c54a73a26abd0&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437033722baa0f9d653c66f","6138297e7f6c54a73a26abd0"
"2023-04-12 13:15:09","2023-04-12 13:15:51","0","100","42","1","2023-04-12 13:15:52","R_2PdiUUDhcLJkCz3",NA,NA,NA,NA,"anonymous","EN","2","2","1","3","4","3","5","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5d7fec0793bb8600164dd05f&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703367d7cc006dafd274c","5d7fec0793bb8600164dd05f"
"2023-04-12 13:15:16","2023-04-12 13:15:52","0","100","35","1","2023-04-12 13:15:52","R_3RllvD7SeNRMRAN",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","7","7","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5dc47ddd034b45342d3b2e3a&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437033e1ca14cce641ff4d7","5dc47ddd034b45342d3b2e3a"
"2023-04-12 13:15:18","2023-04-12 13:15:55","0","100","36","1","2023-04-12 13:15:55","R_2rOx2mF5ff6w5TX",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","5","5","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=63d428eb946e85527cfdf058&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437033c68ea962bca076aa0","63d428eb946e85527cfdf058"
"2023-04-12 13:15:04","2023-04-12 13:15:58","0","100","54","1","2023-04-12 13:15:59","R_1PRDF2RrLo23Ro9",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","5","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=64282ae044d37e83e83ceca5&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437032b35f8456e0854f0b1","64282ae044d37e83e83ceca5"
"2023-04-12 13:15:31","2023-04-12 13:16:07","0","100","35","1","2023-04-12 13:16:07","R_x6qA1MpOfWFufFT",NA,NA,NA,NA,"anonymous","EN","2","2","1","4","3","3","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=6294584c8601739c2c920cf6&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437034b80659e0b4e5f8e2f","6294584c8601739c2c920cf6"
"2023-04-12 13:15:16","2023-04-12 13:16:07","0","100","50","1","2023-04-12 13:16:08","R_1Nb6MXtdbfr7fDc",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","5","7","2","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=6413aba87406eb7adb732e82&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437033c261cd5295558b23f","6413aba87406eb7adb732e82"
"2023-04-12 13:15:24","2023-04-12 13:16:07","8","100","43","1","2023-04-12 13:16:08","R_2XpQKzkCE0nNp6B",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","3","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5c8be0dd542fbd0016924f5f&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370331282d2ea24c7f51e5","5c8be0dd542fbd0016924f5f"
"2023-04-12 13:14:38","2023-04-12 13:16:07","0","100","89","1","2023-04-12 13:16:08","R_vZADsBBhnFM0Orf",NA,NA,NA,NA,"anonymous","EN","2","2","1","5","5","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=615f7e73c786c379ed1a06c7&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703170dffc7c0f40bf4ae","615f7e73c786c379ed1a06c7"
"2023-04-12 13:15:37","2023-04-12 13:16:14","0","100","36","1","2023-04-12 13:16:14","R_338WrIkHZuABxZw",NA,NA,NA,NA,"anonymous","EN","2","2","1","5","2","4","5","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5bf08e67d63d690001360a79&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370351fdc81c9cf29ae0a6","5bf08e67d63d690001360a79"
"2023-04-12 13:16:04","2023-04-12 13:16:32","0","100","28","1","2023-04-12 13:16:34","R_cYiEgpGDIGsrlx7",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","6","6","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5dd1dc9110420023be388e5d&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370367f5261e784ee4bf5d","5dd1dc9110420023be388e5d"
"2023-04-12 13:15:47","2023-04-12 13:16:34","0","100","46","1","2023-04-12 13:16:35","R_1MNi0imBaAsFZUT",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","1","5","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5b0cb6dd9663ee00014594ae&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437034d21c77e774ca4f2db","5b0cb6dd9663ee00014594ae"
"2023-04-12 13:16:01","2023-04-12 13:16:34","0","100","33","1","2023-04-12 13:16:35","R_2e2aQdu1Er09dvJ",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","2","2","2","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=62e29cbc8c0f3271aae4d7bf&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437036c83b50ad9c5eba348","62e29cbc8c0f3271aae4d7bf"
"2023-04-12 13:15:42","2023-04-12 13:16:36","0","100","54","1","2023-04-12 13:16:37","R_10qsbWz4p1rJE0L",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5f5ab115b8e6411bcb5dadf1&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437035a1f7bf93918449f51","5f5ab115b8e6411bcb5dadf1"
"2023-04-12 13:15:57","2023-04-12 13:16:39","0","100","42","1","2023-04-12 13:16:40","R_2TH5P9TbsoPHGU2",NA,NA,NA,NA,"anonymous","EN","2","2","1","3","3","3","6","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=61087a3ac7ca8020fdbd4a5e&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437036650fe702f295f8e16","61087a3ac7ca8020fdbd4a5e"
"2023-04-12 13:16:10","2023-04-12 13:16:40","0","100","30","1","2023-04-12 13:16:42","R_2Xp5vndUD8o9I37",NA,NA,NA,NA,"anonymous","EN","2","2","1","4","4","4","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=600b034b4b8e6501e23eddfd&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703734315c980bd3121f2","600b034b4b8e6501e23eddfd"
"2023-04-12 13:16:13","2023-04-12 13:16:43","0","100","29","1","2023-04-12 13:16:43","R_3m47PJdwBUuGjVb",NA,NA,NA,NA,"anonymous","EN","2","2","1","5","5","5","5","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=616b512feecd8acc64140d9c&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437035b476ec51c29548b2e","616b512feecd8acc64140d9c"
"2023-04-12 13:16:04","2023-04-12 13:16:46","0","100","41","1","2023-04-12 13:16:46","R_3iEHOp9QXboZExS",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","1","4","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=63ed99d5c3520191a0a7280e&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437036ea200ef5f10c65281","63ed99d5c3520191a0a7280e"
"2023-04-12 13:15:51","2023-04-12 13:16:49","0","100","57","1","2023-04-12 13:16:49","R_3hnm03fL5Su8Hdw",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","5","6","5","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5e264669d9ab6089713dc62f&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437035e8f19df5bb4a279b7","5e264669d9ab6089713dc62f"
"2023-04-12 13:15:23","2023-04-12 13:16:56","0","100","92","1","2023-04-12 13:16:56","R_1fa2SoKsTNkq7VJ",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=63df276fbfcea5b48969e938&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437033cd8f2c29554517a6c","63df276fbfcea5b48969e938"
"2023-04-12 13:16:28","2023-04-12 13:16:56","0","100","28","1","2023-04-12 13:16:57","R_2ZZxdb73yJQi3GF",NA,NA,NA,NA,"anonymous","EN","2","2","1","5","4","5","7","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=56a7b5eac89737000b225d0e&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703879e9b3ab1c651c8ac","56a7b5eac89737000b225d0e"
"2023-04-12 13:16:40","2023-04-12 13:17:11","0","100","31","1","2023-04-12 13:17:12","R_2dg2mPaoqGOawyF",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","1","2","5","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5fb95299fe5aef7b998304fe&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370393881a53914271121a","5fb95299fe5aef7b998304fe"
"2023-04-12 13:16:51","2023-04-12 13:17:14","0","100","23","1","2023-04-12 13:17:15","R_1CqB7x8CI9o2ciG",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5d979a7705d4d60017b154c6&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437039c0967514356296297","5d979a7705d4d60017b154c6"
"2023-04-12 13:15:51","2023-04-12 13:17:16","0","100","84","1","2023-04-12 13:17:16","R_2QMAPw98jq00nPH",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","4","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5bf408f7f35e0c000101693a&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370360a092fcdc16b24e2b","5bf408f7f35e0c000101693a"
"2023-04-12 13:16:32","2023-04-12 13:17:14","0","100","41","1","2023-04-12 13:17:17","R_1OPrXanbx5EW3YS",NA,NA,NA,NA,"anonymous","EN","2","2","1","4","4","4","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5bfc3bf2f553fa0001fee8f4&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437038b121536823b59e6de","5bfc3bf2f553fa0001fee8f4"
"2023-04-12 13:15:47","2023-04-12 13:17:19","0","100","92","1","2023-04-12 13:17:20","R_NUykNMIBDWqZuq5",NA,NA,NA,NA,"anonymous","EN","2","2","1","4","1","1","5","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5994ce3dc825cf0001d7dd2d&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=64370359d8847dee8e5320ca","5994ce3dc825cf0001d7dd2d"
"2023-04-12 13:16:23","2023-04-12 13:17:21","0","100","58","1","2023-04-12 13:17:21","R_11gBFqe5CF7ueWE",NA,NA,NA,NA,"anonymous","EN","2","2","1","5","2","2","6","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=611074a97a7cd77917f55845&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437037f9001c0c2dda417fe","611074a97a7cd77917f55845"
"2023-04-12 13:16:59","2023-04-12 13:17:26","0","100","26","1","2023-04-12 13:17:26","R_O1nbiiA0iVab7Mt",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","1","1","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5fc521555cd05b000cfe0998&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437039c65b02e024afd2732","5fc521555cd05b000cfe0998"
"2023-04-12 13:16:07","2023-04-12 13:17:28","0","100","81","1","2023-04-12 13:17:29","R_1CpEVVOfOIAzej8",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","5","7","6","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=63b7231214a665c3e234df23&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703740315b78fd2b8d074","63b7231214a665c3e234df23"
"2023-04-12 13:16:58","2023-04-12 13:17:36","0","100","38","1","2023-04-12 13:17:37","R_32KIPQmYimApW8D",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","1","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=56a914f0119265000c6e13c5&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703a319ab1f3ae0aed025","56a914f0119265000c6e13c5"
"2023-04-12 13:16:43","2023-04-12 13:17:43","0","100","60","1","2023-04-12 13:17:44","R_22KCK6guep5WfA8",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","1","4","5","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5d217b2b4f2cea001ae5c626&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703969e9b3ab1c651c8ae","5d217b2b4f2cea001ae5c626"
"2023-04-12 13:16:45","2023-04-12 13:17:43","0","100","58","1","2023-04-12 13:17:44","R_3sbvyq37mMwohj0",NA,NA,NA,NA,"anonymous","EN","2","2","1","2","1","1","7","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=61128c2c056a6993a3868078&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437039590a837cee0c7e3d1","61128c2c056a6993a3868078"
"2023-04-12 13:16:58","2023-04-12 13:17:49","0","100","51","1","2023-04-12 13:17:50","R_3g1pbLuM4Vd5Xbh",NA,NA,NA,NA,"anonymous","EN","2","2","1","3","3","4","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5eb3d066d0e0231abd2cedc0&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437037b4cc2d5ff6854f09f","5eb3d066d0e0231abd2cedc0"
"2023-04-12 13:17:02","2023-04-12 13:17:56","0","100","53","1","2023-04-12 13:17:56","R_8CdFP5FN3jLA57b",NA,NA,NA,NA,"anonymous","EN","2","2","1","4","3","3","6","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=63d83b5d3a1951db0fb600a4&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703a5d09265d7bf18b20c","63d83b5d3a1951db0fb600a4"
"2023-04-12 13:17:14","2023-04-12 13:17:57","0","100","42","1","2023-04-12 13:17:57","R_2pJlGxsJtn1aAUZ",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","3","3","7","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5efb5f77ef19f50a68564191&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703b53f16f03fce56467e","5efb5f77ef19f50a68564191"
"2023-04-12 13:17:37","2023-04-12 13:17:59","0","100","21","1","2023-04-12 13:18:00","R_b8yJ2aJIIfzw7S1",NA,NA,NA,NA,"anonymous","EN","2","2","2",NA,NA,NA,NA,"https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=607435d7bb7c719940df00db&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703903594f8ca617f8857","607435d7bb7c719940df00db"
"2023-04-12 13:17:10","2023-04-12 13:18:02","0","100","51","1","2023-04-12 13:18:02","R_1cXPsHrsroacWzM",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","2","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=60d38bc77bf91667dce30e64&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703af8426990120fb4e84","60d38bc77bf91667dce30e64"
"2023-04-12 13:17:26","2023-04-12 13:18:07","0","100","41","1","2023-04-12 13:18:08","R_vAnu0TTAsrLSkCt",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","5","7","7","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5cda5364bfc8710001838a84&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703be2419a49bb60a4150","5cda5364bfc8710001838a84"
"2023-04-12 13:17:34","2023-04-12 13:18:08","0","100","34","1","2023-04-12 13:18:08","R_1my0PWpfuO6lZnV",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","1","4","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=60b7c559803665ec56ca8b2c&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703c75e002bf403fb7d11","60b7c559803665ec56ca8b2c"
"2023-04-12 13:16:28","2023-04-12 13:18:14","0","100","106","1","2023-04-12 13:18:15","R_243ynWniIWzxU2Z",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","5","5","5","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5d9ed6d5a40b0200173dc7f9&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703708f19df5bb4a279b8","5d9ed6d5a40b0200173dc7f9"
"2023-04-12 13:17:46","2023-04-12 13:18:15","0","100","28","1","2023-04-12 13:18:15","R_30p20PS2JpLjF8i",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","1","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=558955ebfdf99b6bd06016c9&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703d52c8b87ef7d13f22d","558955ebfdf99b6bd06016c9"
"2023-04-12 13:17:24","2023-04-12 13:18:15","0","100","50","1","2023-04-12 13:18:15","R_2EtoNF1AgrVS53Y",NA,NA,NA,NA,"anonymous","EN","2","2","1","4","2","2","7","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=63e55f03b3c1f7481cec6eb9&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703ba82e4e32e39dc6f9b","63e55f03b3c1f7481cec6eb9"
"2023-04-12 13:17:39","2023-04-12 13:18:15","0","100","36","1","2023-04-12 13:18:15","R_3DeIjjlk7T3jDr5",NA,NA,NA,NA,"anonymous","EN","2","2","1","5","4","5","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5a01a0fd728b1b0001ad89f8&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703ce1b0d3363bd7f518c","5a01a0fd728b1b0001ad89f8"
"2023-04-12 13:17:52","2023-04-12 13:18:38","0","100","46","1","2023-04-12 13:18:39","R_3nursg6ipiNdOA7",NA,NA,NA,NA,"anonymous","EN","2","2","1","4","3","3","7","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5ed427e3bcd0c00b58a177c0&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703dcf73487dcef597c53","5ed427e3bcd0c00b58a177c0"
"2023-04-12 13:17:10","2023-04-12 13:18:41","0","100","90","1","2023-04-12 13:18:41","R_22tb1RHbXh0jN0l",NA,NA,NA,NA,"anonymous","EN","2","2","1","3","3","3","6","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5f4c90b455e3b98a801967d0&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703b13d3d2d8e0c9ae0fd","5f4c90b455e3b98a801967d0"
"2023-04-12 13:17:21","2023-04-12 13:18:45","0","100","84","1","2023-04-12 13:18:47","R_1FtVIkIS0A26MAS",NA,NA,NA,NA,"anonymous","EN","2","2","1","4","4","4","7","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5f75fe812fefba02d15300c4&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703b929407c8ef4577e95","5f75fe812fefba02d15300c4"
"2023-04-12 13:18:08","2023-04-12 13:18:48","0","100","40","1","2023-04-12 13:18:49","R_2V4oKRqrhLGdULn",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","2","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=607435d7bb7c719940df00db&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703903594f8ca617f8857","607435d7bb7c719940df00db"
"2023-04-12 13:14:28","2023-04-12 13:18:58","0","100","270","1","2023-04-12 13:18:59","R_WeNF3uj8gHVEpOh",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","4","5","4","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=62824952b4a403dcc57a6020&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437030d2f630110d3f9b69d","62824952b4a403dcc57a6020"
"2023-04-12 13:18:09","2023-04-12 13:18:59","0","100","50","1","2023-04-12 13:19:00","R_1IZ9rYZdNn55uBZ",NA,NA,NA,NA,"anonymous","EN","2","2","1","6","6","6","2","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=6172f296fd04a01c4e962bef&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703ec3c246a0db45d0340","6172f296fd04a01c4e962bef"
"2023-04-12 13:18:02","2023-04-12 13:19:05","0","100","62","1","2023-04-12 13:19:06","R_1HkImxL4vIhucFc",NA,NA,NA,NA,"anonymous","EN","2","2","1","4","4","4","6","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5f4b3cf86618635f0e7d250b&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=6437039af7602e2774362bff","5f4b3cf86618635f0e7d250b"
"2023-04-12 13:18:27","2023-04-12 13:19:06","0","100","38","1","2023-04-12 13:19:07","R_2uNAjpsOvZFnSZl",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","6","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=60e792f25e9ab875f9605cf5&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703fc27660db5ebfb4e8e","60e792f25e9ab875f9605cf5"
"2023-04-12 13:17:27","2023-04-12 13:19:06","0","100","99","1","2023-04-12 13:19:07","R_3qs5uchr4wCzsBP",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","5","7","6","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=608c8a30f56774708f1481d1&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703c2836b5bbdce362bf1","608c8a30f56774708f1481d1"
"2023-04-12 13:18:17","2023-04-12 13:19:15","0","100","57","1","2023-04-12 13:19:15","R_42Cj7lGPE3IueCB",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=627331b9988d873e5040a84e&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703eeb3fb85639e3dc6e8","627331b9988d873e5040a84e"
"2023-04-12 13:17:47","2023-04-12 13:19:15","0","100","88","1","2023-04-12 13:19:16","R_3dY1ZKa1JvHGuOx",NA,NA,NA,NA,"anonymous","EN","2","2","1","4","2","4","7","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=63da7f4e731d3d0ecd22a9d4&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703d3ec74bb30431117d1","63da7f4e731d3d0ecd22a9d4"
"2023-04-12 13:18:15","2023-04-12 13:19:17","0","100","62","1","2023-04-12 13:19:17","R_3MEElV6vC6US3s1",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5e9c4666d28cb0023c8d43a5&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703eeef0085054c9cf55d","5e9c4666d28cb0023c8d43a5"
"2023-04-12 13:18:08","2023-04-12 13:19:18","0","100","70","1","2023-04-12 13:19:19","R_2pVncda8zr3gZvt",NA,NA,NA,NA,"anonymous","EN","2","2","1","7","7","7","1","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=5f500550ad48ba16ff920279&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703ebbc2ddc9dcdb3278c","5f500550ad48ba16ff920279"
"2023-04-12 13:18:18","2023-04-12 13:19:21","0","100","63","1","2023-04-12 13:19:22","R_22WaqPCRwARnwt0",NA,NA,NA,NA,"anonymous","EN","2","2","1","5","6","6","3","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=63456cbb51b2440f2dfc3e85&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703ee6726444d81c2e594","63456cbb51b2440f2dfc3e85"
"2023-04-12 13:18:25","2023-04-12 13:19:24","0","100","58","1","2023-04-12 13:19:24","R_25RQeO9Hou9m4Gh",NA,NA,NA,NA,"anonymous","EN","2","2","1","2","6","6","7","https://hbs.qualtrics.com/jfe/form/SV_b8jvu6TNARbziLA?PROLIFIC_PID=60292cf96e8b7b82de35ffff&STUDY_ID=6436d7120b1be7c867906b46&SESSION_ID=643703f853b3e69166a9d9ec","60292cf96e8b7b82de35ffff"
